,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Population 1 year and over in the United States,Population 1 year and over in the United States%%1 to 4 years,Population 1 year and over in the United States%%5 to 17 years,Population 1 year and over in the United States%%18 and 19 years,Population 1 year and over in the United States%%20 to 24 years,Population 1 year and over in the United States%%25 to 29 years,Population 1 year and over in the United States%%30 to 34 years,Population 1 year and over in the United States%%35 to 39 years,Population 1 year and over in the United States%%40 to 44 years,Population 1 year and over in the United States%%45 to 49 years,Population 1 year and over in the United States%%50 to 54 years,Population 1 year and over in the United States%%55 to 59 years,Population 1 year and over in the United States%%60 to 64 years,Population 1 year and over in the United States%%65 to 69 years,Population 1 year and over in the United States%%70 to 74 years,Population 1 year and over in the United States%%75 years and over,Population 1 year and over in the United States%%Same house 1 year ago:,Population 1 year and over in the United States%%Same house 1 year ago:%%1 to 4 years,Population 1 year and over in the United States%%Same house 1 year ago:%%5 to 17 years,Population 1 year and over in the United States%%Same house 1 year ago:%%18 and 19 years,Population 1 year and over in the United States%%Same house 1 year ago:%%20 to 24 years,Population 1 year and over in the United States%%Same house 1 year ago:%%25 to 29 years,Population 1 year and over in the United States%%Same house 1 year ago:%%30 to 34 years,Population 1 year and over in the United States%%Same house 1 year ago:%%35 to 39 years,Population 1 year and over in the United States%%Same house 1 year ago:%%40 to 44 years,Population 1 year and over in the United States%%Same house 1 year ago:%%45 to 49 years,Population 1 year and over in the United States%%Same house 1 year ago:%%50 to 54 years,Population 1 year and over in the United States%%Same house 1 year ago:%%55 to 59 years,Population 1 year and over in the United States%%Same house 1 year ago:%%60 to 64 years,Population 1 year and over in the United States%%Same house 1 year ago:%%65 to 69 years,Population 1 year and over in the United States%%Same house 1 year ago:%%70 to 74 years,Population 1 year and over in the United States%%Same house 1 year ago:%%75 years and over,Population 1 year and over in the United States%%Moved within same county:,Population 1 year and over in the United States%%Moved within same county:%%1 to 4 years,Population 1 year and over in the United States%%Moved within same county:%%5 to 17 years,Population 1 year and over in the United States%%Moved within same county:%%18 and 19 years,Population 1 year and over in the United States%%Moved within same county:%%20 to 24 years,Population 1 year and over in the United States%%Moved within same county:%%25 to 29 years,Population 1 year and over in the United States%%Moved within same county:%%30 to 34 years,Population 1 year and over in the United States%%Moved within same county:%%35 to 39 years,Population 1 year and over in the United States%%Moved within same county:%%40 to 44 years,Population 1 year and over in the United States%%Moved within same county:%%45 to 49 years,Population 1 year and over in the United States%%Moved within same county:%%50 to 54 years,Population 1 year and over in the United States%%Moved within same county:%%55 to 59 years,Population 1 year and over in the United States%%Moved within same county:%%60 to 64 years,Population 1 year and over in the United States%%Moved within same county:%%65 to 69 years,Population 1 year and over in the United States%%Moved within same county:%%70 to 74 years,Population 1 year and over in the United States%%Moved within same county:%%75 years and over,Population 1 year and over in the United States%%Moved from different county within same state:,Population 1 year and over in the United States%%Moved from different county within same state:%%1 to 4 years,Population 1 year and over in the United States%%Moved from different county within same state:%%5 to 17 years,Population 1 year and over in the United States%%Moved from different county within same state:%%18 and 19 years,Population 1 year and over in the United States%%Moved from different county within same state:%%20 to 24 years,Population 1 year and over in the United States%%Moved from different county within same state:%%25 to 29 years,Population 1 year and over in the United States%%Moved from different county within same state:%%30 to 34 years,Population 1 year and over in the United States%%Moved from different county within same state:%%35 to 39 years,Population 1 year and over in the United States%%Moved from different county within same state:%%40 to 44 years,Population 1 year and over in the United States%%Moved from different county within same state:%%45 to 49 years,Population 1 year and over in the United States%%Moved from different county within same state:%%50 to 54 years,Population 1 year and over in the United States%%Moved from different county within same state:%%55 to 59 years,Population 1 year and over in the United States%%Moved from different county within same state:%%60 to 64 years,Population 1 year and over in the United States%%Moved from different county within same state:%%65 to 69 years,Population 1 year and over in the United States%%Moved from different county within same state:%%70 to 74 years,Population 1 year and over in the United States%%Moved from different county within same state:%%75 years and over,Population 1 year and over in the United States%%Moved from different state:,Population 1 year and over in the United States%%Moved from different state:%%1 to 4 years,Population 1 year and over in the United States%%Moved from different state:%%5 to 17 years,Population 1 year and over in the United States%%Moved from different state:%%18 and 19 years,Population 1 year and over in the United States%%Moved from different state:%%20 to 24 years,Population 1 year and over in the United States%%Moved from different state:%%25 to 29 years,Population 1 year and over in the United States%%Moved from different state:%%30 to 34 years,Population 1 year and over in the United States%%Moved from different state:%%35 to 39 years,Population 1 year and over in the United States%%Moved from different state:%%40 to 44 years,Population 1 year and over in the United States%%Moved from different state:%%45 to 49 years,Population 1 year and over in the United States%%Moved from different state:%%50 to 54 years,Population 1 year and over in the United States%%Moved from different state:%%55 to 59 years,Population 1 year and over in the United States%%Moved from different state:%%60 to 64 years,Population 1 year and over in the United States%%Moved from different state:%%65 to 69 years,Population 1 year and over in the United States%%Moved from different state:%%70 to 74 years,Population 1 year and over in the United States%%Moved from different state:%%75 years and over,Population 1 year and over in the United States%%Moved from abroad:,Population 1 year and over in the United States%%Moved from abroad:%%1 to 4 years,Population 1 year and over in the United States%%Moved from abroad:%%5 to 17 years,Population 1 year and over in the United States%%Moved from abroad:%%18 and 19 years,Population 1 year and over in the United States%%Moved from abroad:%%20 to 24 years,Population 1 year and over in the United States%%Moved from abroad:%%25 to 29 years,Population 1 year and over in the United States%%Moved from abroad:%%30 to 34 years,Population 1 year and over in the United States%%Moved from abroad:%%35 to 39 years,Population 1 year and over in the United States%%Moved from abroad:%%40 to 44 years,Population 1 year and over in the United States%%Moved from abroad:%%45 to 49 years,Population 1 year and over in the United States%%Moved from abroad:%%50 to 54 years,Population 1 year and over in the United States%%Moved from abroad:%%55 to 59 years,Population 1 year and over in the United States%%Moved from abroad:%%60 to 64 years,Population 1 year and over in the United States%%Moved from abroad:%%65 to 69 years,Population 1 year and over in the United States%%Moved from abroad:%%70 to 74 years,Population 1 year and over in the United States%%Moved from abroad:%%75 years and over,Population 1 year and over in the United States,Population 1 year and over in the United States%%1 to 4 years,Population 1 year and over in the United States%%5 to 17 years,Population 1 year and over in the United States%%18 to 24 years,Population 1 year and over in the United States%%25 to 34 years,Population 1 year and over in the United States%%35 to 44 years,Population 1 year and over in the United States%%45 to 54 years,Population 1 year and over in the United States%%55 to 64 years,Population 1 year and over in the United States%%65 to 74 years,Population 1 year and over in the United States%%75 years and over,Population 1 year and over in the United States%%Same house 1 year ago:,Population 1 year and over in the United States%%Same house 1 year ago:%%1 to 4 years,Population 1 year and over in the United States%%Same house 1 year ago:%%5 to 17 years,Population 1 year and over in the United States%%Same house 1 year ago:%%18 to 24 years,Population 1 year and over in the United States%%Same house 1 year ago:%%25 to 34 years,Population 1 year and over in the United States%%Same house 1 year ago:%%35 to 44 years,Population 1 year and over in the United States%%Same house 1 year ago:%%45 to 54 years,Population 1 year and over in the United States%%Same house 1 year ago:%%55 to 64 years,Population 1 year and over in the United States%%Same house 1 year ago:%%65 to 74 years,Population 1 year and over in the United States%%Same house 1 year ago:%%75 years and over,Population 1 year and over in the United States%%Moved within same county:,Population 1 year and over in the United States%%Moved within same county:%%1 to 4 years,Population 1 year and over in the United States%%Moved within same county:%%5 to 17 years,Population 1 year and over in the United States%%Moved within same county:%%18 to 24 years,Population 1 year and over in the United States%%Moved within same county:%%25 to 34 years,Population 1 year and over in the United States%%Moved within same county:%%35 to 44 years,Population 1 year and over in the United States%%Moved within same county:%%45 to 54 years,Population 1 year and over in the United States%%Moved within same county:%%55 to 64 years,Population 1 year and over in the United States%%Moved within same county:%%65 to 74 years,Population 1 year and over in the United States%%Moved within same county:%%75 years and over,Population 1 year and over in the United States%%Moved from different county within same state:,Population 1 year and over in the United States%%Moved from different county within same state:%%1 to 4 years,Population 1 year and over in the United States%%Moved from different county within same state:%%5 to 17 years,Population 1 year and over in the United States%%Moved from different county within same state:%%18 to 24 years,Population 1 year and over in the United States%%Moved from different county within same state:%%25 to 34 years,Population 1 year and over in the United States%%Moved from different county within same state:%%35 to 44 years,Population 1 year and over in the United States%%Moved from different county within same state:%%45 to 54 years,Population 1 year and over in the United States%%Moved from different county within same state:%%55 to 64 years,Population 1 year and over in the United States%%Moved from different county within same state:%%65 to 74 years,Population 1 year and over in the United States%%Moved from different county within same state:%%75 years and over,Population 1 year and over in the United States%%Moved from different state:,Population 1 year and over in the United States%%Moved from different state:%%1 to 4 years,Population 1 year and over in the United States%%Moved from different state:%%5 to 17 years,Population 1 year and over in the United States%%Moved from different state:%%18 to 24 years,Population 1 year and over in the United States%%Moved from different state:%%25 to 34 years,Population 1 year and over in the United States%%Moved from different state:%%35 to 44 years,Population 1 year and over in the United States%%Moved from different state:%%45 to 54 years,Population 1 year and over in the United States%%Moved from different state:%%55 to 64 years,Population 1 year and over in the United States%%Moved from different state:%%65 to 74 years,Population 1 year and over in the United States%%Moved from different state:%%75 years and over,Population 1 year and over in the United States%%Moved from abroad:,Population 1 year and over in the United States%%Moved from abroad:%%1 to 4 years,Population 1 year and over in the United States%%Moved from abroad:%%5 to 17 years,Population 1 year and over in the United States%%Moved from abroad:%%18 to 24 years,Population 1 year and over in the United States%%Moved from abroad:%%25 to 34 years,Population 1 year and over in the United States%%Moved from abroad:%%35 to 44 years,Population 1 year and over in the United States%%Moved from abroad:%%45 to 54 years,Population 1 year and over in the United States%%Moved from abroad:%%55 to 64 years,Population 1 year and over in the United States%%Moved from abroad:%%65 to 74 years,Population 1 year and over in the United States%%Moved from abroad:%%75 years and over,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,22,2,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,22,3,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,22,4,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,22,5,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,22,6,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,22,7,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,22,8,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,22,9,636535.0,31147.0,70471.0,21525.0,60378.0,76164.0,68582.0,47000.0,42855.0,38029.0,38273.0,36080.0,32070.0,23534.0,17549.0,32878.0,509958.0,26691.0,61216.0,11244.0,34515.0,49528.0,53116.0,39184.0,36476.0,32474.0,34178.0,32919.0,28523.0,21355.0,16705.0,31834.0,68917.0,2877.0,5999.0,3189.0,13501.0,13302.0,8976.0,4523.0,3011.0,3513.0,2699.0,1860.0,2766.0,1617.0,384.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46571.0,1156.0,2013.0,6618.0,10194.0,10876.0,5118.0,2729.0,2160.0,1722.0,936.0,996.0,781.0,500.0,460.0,312.0,11089.0,423.0,1243.0,474.0,2168.0,2458.0,1372.0,564.0,1208.0,320.0,460.0,305.0,0.0,62.0,0.0,32.0,636535,31147,70471,81903,144746,89855,76302,68150,41083,32878,509958,26691,61216,45759,102644,75660,66652,61442,38060,31834,68917,2877,5999,16690,22278,7534,6212,4626,2001,700,0,0,0,0,0,0,0,0,0,0,46571,1156,2013,16812,15994,4889,2658,1777,960,312,11089,423,1243,2642,3830,1772,780,305,62,32,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,22,10,104789.0,3858.0,11743.0,5314.0,10162.0,10416.0,8338.0,7714.0,6619.0,6008.0,7002.0,5388.0,5801.0,4655.0,4485.0,7286.0,78441.0,3285.0,9317.0,1684.0,3981.0,5701.0,6114.0,6740.0,5061.0,5150.0,5765.0,5043.0,4973.0,4384.0,4136.0,7107.0,12293.0,378.0,1051.0,1258.0,3589.0,1841.0,869.0,246.0,515.0,614.0,723.0,159.0,531.0,271.0,147.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9554.0,89.0,416.0,2225.0,2091.0,2005.0,735.0,611.0,380.0,186.0,218.0,53.0,297.0,0.0,202.0,46.0,4501.0,106.0,959.0,147.0,501.0,869.0,620.0,117.0,663.0,58.0,296.0,133.0,0.0,0.0,0.0,32.0,104789,3858,11743,15476,18754,14333,13010,11189,9140,7286,78441,3285,9317,5665,11815,11801,10915,10016,8520,7107,12293,378,1051,4847,2710,761,1337,690,418,101,0,0,0,0,0,0,0,0,0,0,9554,89,416,4316,2740,991,404,350,202,46,4501,106,959,648,1489,780,354,133,0,32,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121114,7290,13095,11574,28379,17209,15002,13888,7313,7364,103233,6364,12105,7950,20606,14929,14027,13098,6907,7247,9535,622,427,1723,3861,1407,730,515,210,40,0,0,0,0,0,0,0,0,0,0,6606,249,351,1637,3123,515,245,275,134,77,1740,55,212,264,789,358,0,0,62,0,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
