,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Total population,Total population%%Afghan,Total population%%Albanian,Total population%%Alsatian,Total population%%American,Total population%%Arab:,Total population%%Arab:%%Egyptian,Total population%%Arab:%%Iraqi,Total population%%Arab:%%Jordanian,Total population%%Arab:%%Lebanese,Total population%%Arab:%%Moroccan,Total population%%Arab:%%Palestinian,Total population%%Arab:%%Syrian,Total population%%Arab:%%Arab,Total population%%Arab:%%Other Arab,Total population%%Armenian,Total population%%Assyrian/Chaldean/Syriac,Total population%%Australian,Total population%%Austrian,Total population%%Basque,Total population%%Belgian,Total population%%Brazilian,Total population%%British,Total population%%Bulgarian,Total population%%Cajun,Total population%%Canadian,Total population%%Carpatho Rusyn,Total population%%Celtic,Total population%%Croatian,Total population%%Cypriot,Total population%%Czech,Total population%%Czechoslovakian,Total population%%Danish,Total population%%Dutch,Total population%%Eastern European,Total population%%English,Total population%%Estonian,Total population%%European,Total population%%Finnish,Total population%%French (except Basque),Total population%%French Canadian,Total population%%German,Total population%%German Russian,Total population%%Greek,Total population%%Guyanese,Total population%%Hungarian,Total population%%Icelander,Total population%%Iranian,Total population%%Irish,Total population%%Israeli,Total population%%Italian,Total population%%Latvian,Total population%%Lithuanian,Total population%%Luxemburger,Total population%%Macedonian,Total population%%Maltese,Total population%%New Zealander,Total population%%Northern European,Total population%%Norwegian,Total population%%Pennsylvania German,Total population%%Polish,Total population%%Portuguese,Total population%%Romanian,Total population%%Russian,Total population%%Scandinavian,Total population%%Scotch-Irish,Total population%%Scottish,Total population%%Serbian,Total population%%Slavic,Total population%%Slovak,Total population%%Slovene,Total population%%Soviet Union,Total population%%Subsaharan African:,Total population%%Subsaharan African:%%Cape Verdean,Total population%%Subsaharan African:%%Ethiopian,Total population%%Subsaharan African:%%Ghanaian,Total population%%Subsaharan African:%%Kenyan,Total population%%Subsaharan African:%%Liberian,Total population%%Subsaharan African:%%Nigerian,Total population%%Subsaharan African:%%Senegalese,Total population%%Subsaharan African:%%Sierra Leonean,Total population%%Subsaharan African:%%Somalian,Total population%%Subsaharan African:%%South African,Total population%%Subsaharan African:%%Sudanese,Total population%%Subsaharan African:%%Ugandan,Total population%%Subsaharan African:%%Zimbabwean,Total population%%Subsaharan African:%%African,Total population%%Subsaharan African:%%Other Subsaharan African,Total population%%Swedish,Total population%%Swiss,Total population%%Turkish,Total population%%Ukrainian,Total population%%Welsh,Total population%%West Indian (except Hispanic groups):,Total population%%West Indian (except Hispanic groups):%%Bahamian,Total population%%West Indian (except Hispanic groups):%%Barbadian,Total population%%West Indian (except Hispanic groups):%%Belizean,Total population%%West Indian (except Hispanic groups):%%Bermudan,Total population%%West Indian (except Hispanic groups):%%British West Indian,Total population%%West Indian (except Hispanic groups):%%Dutch West Indian,Total population%%West Indian (except Hispanic groups):%%Haitian,Total population%%West Indian (except Hispanic groups):%%Jamaican,Total population%%West Indian (except Hispanic groups):%%Trinidadian and Tobagonian,Total population%%West Indian (except Hispanic groups):%%US Virgin Islander,Total population%%West Indian (except Hispanic groups):%%West Indian,Total population%%West Indian (except Hispanic groups):%%Other West Indian,Total population%%Yugoslavian,Total population%%Other groups,Total population%%Unclassified or not reported,Total population,Total population%%American,Total population%%Arab,Total population%%British,Total population%%Czech,Total population%%Danish,Total population%%Dutch,Total population%%English,Total population%%European,Total population%%French (except Basque),Total population%%French Canadian,Total population%%German,Total population%%Greek,Total population%%Hungarian,Total population%%Irish,Total population%%Italian,Total population%%Lithuanian,Total population%%Norwegian,Total population%%Polish,Total population%%Portuguese,Total population%%Russian,Total population%%Scotch-Irish,Total population%%Scottish,Total population%%Slovak,Total population%%Subsaharan African,Total population%%Swedish,Total population%%Swiss,Total population%%Ukrainian,Total population%%Welsh,Total population%%West Indian (except Hispanic groups),Total population%%Other groups,Total population%%Unclassified or not reported,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,7,2,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,7,3,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,7,4,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,7,5,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,7,6,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,7,7,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,7,8,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,7,9,646449.0,0.0,123.0,0.0,10233.0,2529.0,602.0,138.0,95.0,441.0,182.0,337.0,163.0,280.0,291.0,1088.0,0.0,639.0,1334.0,0.0,332.0,1170.0,3896.0,295.0,0.0,1576.0,0.0,0.0,273.0,0.0,1305.0,30.0,652.0,1793.0,4348.0,18894.0,0.0,11003.0,638.0,4460.0,1307.0,25453.0,0.0,2048.0,893.0,1670.0,83.0,1132.0,28638.0,176.0,18774.0,637.0,1264.0,0.0,83.0,0.0,64.0,1012.0,3408.0,117.0,9916.0,1136.0,472.0,8063.0,360.0,2153.0,5755.0,1018.0,139.0,601.0,339.0,51.0,22420.0,84.0,7262.0,407.0,119.0,0.0,4139.0,224.0,39.0,0.0,13.0,89.0,0.0,0.0,8561.0,1483.0,2888.0,1191.0,1103.0,780.0,1650.0,8038.0,481.0,0.0,0.0,0.0,273.0,0.0,910.0,4020.0,1365.0,0.0,715.0,274.0,70.0,307294.0,117642.0,646449.0,10233.0,2529.0,3896.0,1305.0,652.0,1793.0,18894.0,11003.0,4460.0,1307.0,25453.0,2048.0,1670.0,28638.0,18774.0,1264.0,3408.0,9916.0,1136.0,8063.0,2153.0,5755.0,601.0,22420.0,2888.0,1191.0,780.0,1650.0,8038.0,326889.0,117642.0,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105713.0,2466.0,1095.0,1488.0,249.0,305.0,370.0,6641.0,1793.0,1984.0,535.0,8062.0,598.0,480.0,9526.0,6213.0,191.0,773.0,3650.0,494.0,3478.0,805.0,1484.0,242.0,1391.0,1008.0,373.0,368.0,392.0,711.0,33572.0,14976.0,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123126.0,2166.0,122.0,480.0,48.0,28.0,144.0,3206.0,1300.0,640.0,82.0,3005.0,315.0,401.0,3086.0,1868.0,245.0,643.0,962.0,68.0,646.0,432.0,958.0,39.0,10676.0,339.0,142.0,104.0,501.0,2056.0,68384.0,20040.0,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
