,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Total population,Total population% Afghan,Total population% Albanian,Total population% Alsatian,Total population% American,Total population% Arab:,Total population% Arab:% Egyptian,Total population% Arab:% Iraqi,Total population% Arab:% Jordanian,Total population% Arab:% Lebanese,Total population% Arab:% Moroccan,Total population% Arab:% Palestinian,Total population% Arab:% Syrian,Total population% Arab:% Arab,Total population% Arab:% Other Arab,Total population% Armenian,Total population% Assyrian/Chaldean/Syriac,Total population% Australian,Total population% Austrian,Total population% Basque,Total population% Belgian,Total population% Brazilian,Total population% British,Total population% Bulgarian,Total population% Cajun,Total population% Canadian,Total population% Carpatho Rusyn,Total population% Celtic,Total population% Croatian,Total population% Cypriot,Total population% Czech,Total population% Czechoslovakian,Total population% Danish,Total population% Dutch,Total population% Eastern European,Total population% English,Total population% Estonian,Total population% European,Total population% Finnish,Total population% French (except Basque),Total population% French Canadian,Total population% German,Total population% German Russian,Total population% Greek,Total population% Guyanese,Total population% Hungarian,Total population% Icelander,Total population% Iranian,Total population% Irish,Total population% Israeli,Total population% Italian,Total population% Latvian,Total population% Lithuanian,Total population% Luxemburger,Total population% Macedonian,Total population% Maltese,Total population% New Zealander,Total population% Northern European,Total population% Norwegian,Total population% Pennsylvania German,Total population% Polish,Total population% Portuguese,Total population% Romanian,Total population% Russian,Total population% Scandinavian,Total population% Scotch-Irish,Total population% Scottish,Total population% Serbian,Total population% Slavic,Total population% Slovak,Total population% Slovene,Total population% Soviet Union,Total population% Subsaharan African:,Total population% Subsaharan African:% Cape Verdean,Total population% Subsaharan African:% Ethiopian,Total population% Subsaharan African:% Ghanaian,Total population% Subsaharan African:% Kenyan,Total population% Subsaharan African:% Liberian,Total population% Subsaharan African:% Nigerian,Total population% Subsaharan African:% Senegalese,Total population% Subsaharan African:% Sierra Leonean,Total population% Subsaharan African:% Somalian,Total population% Subsaharan African:% South African,Total population% Subsaharan African:% Sudanese,Total population% Subsaharan African:% Ugandan,Total population% Subsaharan African:% Zimbabwean,Total population% Subsaharan African:% African,Total population% Subsaharan African:% Other Subsaharan African,Total population% Swedish,Total population% Swiss,Total population% Turkish,Total population% Ukrainian,Total population% Welsh,Total population% West Indian (except Hispanic groups):,Total population% West Indian (except Hispanic groups):% Bahamian,Total population% West Indian (except Hispanic groups):% Barbadian,Total population% West Indian (except Hispanic groups):% Belizean,Total population% West Indian (except Hispanic groups):% Bermudan,Total population% West Indian (except Hispanic groups):% British West Indian,Total population% West Indian (except Hispanic groups):% Dutch West Indian,Total population% West Indian (except Hispanic groups):% Haitian,Total population% West Indian (except Hispanic groups):% Jamaican,Total population% West Indian (except Hispanic groups):% Trinidadian and Tobagonian,Total population% West Indian (except Hispanic groups):% U.S. Virgin Islander,Total population% West Indian (except Hispanic groups):% West Indian,Total population% West Indian (except Hispanic groups):% Other West Indian,Total population% Yugoslavian,Total population% Other groups,Total population% Unclassified or not reported,Total population,Total population% American,Total population% Arab,Total population% British,Total population% Czech,Total population% Danish,Total population% Dutch,Total population% English,Total population% European,Total population% French (except Basque),Total population% French Canadian,Total population% German,Total population% Greek,Total population% Hungarian,Total population% Irish,Total population% Italian,Total population% Lithuanian,Total population% Norwegian,Total population% Polish,Total population% Portuguese,Total population% Russian,Total population% Scotch-Irish,Total population% Scottish,Total population% Slovak,Total population% Subsaharan African,Total population% Swedish,Total population% Swiss,Total population% Ukrainian,Total population% Welsh,Total population% West Indian (except Hispanic groups),Total population% Other groups,Total population% Unclassified or not reported,Geographic Identifier,Area Name
0,ACSSF,20120.0,dc,0,7,2,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,04001US11,District of Columbia -- Urban
1,ACSSF,20120.0,dc,0,7,3,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20120.0,dc,0,7,4,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20120.0,dc,0,7,5,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20120.0,dc,0,7,6,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20120.0,dc,0,7,7,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20120.0,dc,0,7,8,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20120.0,dc,0,7,9,632323.0,0.0,143.0,0.0,10351.0,2792.0,335.0,0.0,0.0,829.0,298.0,579.0,0.0,321.0,430.0,638.0,0.0,555.0,638.0,51.0,61.0,1727.0,3195.0,299.0,0.0,388.0,0.0,109.0,1135.0,79.0,575.0,67.0,166.0,1784.0,4818.0,22434.0,108.0,7655.0,414.0,4422.0,1400.0,25569.0,0.0,1014.0,538.0,1065.0,132.0,1011.0,29830.0,665.0,16816.0,384.0,758.0,0.0,75.0,36.0,0.0,273.0,2999.0,0.0,7318.0,489.0,523.0,7071.0,741.0,3153.0,4514.0,180.0,0.0,470.0,61.0,82.0,18633.0,61.0,7299.0,196.0,56.0,111.0,2777.0,45.0,163.0,29.0,83.0,0.0,0.0,200.0,6636.0,977.0,3594.0,1106.0,583.0,1113.0,1522.0,6729.0,39.0,53.0,22.0,0.0,173.0,0.0,802.0,2892.0,1556.0,124.0,1068.0,0.0,47.0,330116.0,97109.0,632323.0,10351.0,2792.0,3195.0,575.0,166.0,1784.0,22434.0,7655.0,4422.0,1400.0,25569.0,1014.0,1065.0,29830.0,16816.0,758.0,2999.0,7318.0,489.0,7071.0,3153.0,4514.0,470.0,18633.0,3594.0,1106.0,1113.0,1522.0,6729.0,346677.0,97109.0,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20120.0,dc,0,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108726.0,3648.0,1072.0,1669.0,141.0,0.0,852.0,8330.0,2059.0,1427.0,656.0,9550.0,226.0,364.0,10804.0,6247.0,404.0,1502.0,2465.0,86.0,3775.0,959.0,1402.0,0.0,757.0,1996.0,420.0,373.0,380.0,559.0,35744.0,10859.0,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20120.0,dc,0,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123326.0,2386.0,365.0,0.0,40.0,80.0,231.0,1816.0,1031.0,613.0,0.0,3368.0,177.0,0.0,3274.0,1699.0,43.0,284.0,496.0,140.0,617.0,489.0,553.0,59.0,7713.0,158.0,90.0,115.0,138.0,3906.0,79123.0,14322.0,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
