,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Occupied housing units,Occupied housing units%%Owner occupied:,Occupied housing units%%Owner occupied:%%Moved in 2005 or later:,"Occupied housing units%%Owner occupied:%%Moved in 2005 or later:%%1, detached  or attached",Occupied housing units%%Owner occupied:%%Moved in 2005 or later:%%2 to 4,Occupied housing units%%Owner occupied:%%Moved in 2005 or later:%%5 to 19,Occupied housing units%%Owner occupied:%%Moved in 2005 or later:%%20 to 49,Occupied housing units%%Owner occupied:%%Moved in 2005 or later:%%50 or more,"Occupied housing units%%Owner occupied:%%Moved in 2005 or later:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:,"Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:%%1, detached  or attached",Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:%%2 to 4,Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:%%5 to 19,Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:%%20 to 49,Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:%%50 or more,"Occupied housing units%%Owner occupied:%%Moved in 2000 to 2004:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:,"Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:%%1, detached  or attached",Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:%%2 to 4,Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:%%5 to 19,Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:%%20 to 49,Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:%%50 or more,"Occupied housing units%%Owner occupied:%%Moved in 1990 to 1999:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:,"Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:%%1, detached  or attached",Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:%%2 to 4,Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:%%5 to 19,Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:%%20 to 49,Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:%%50 or more,"Occupied housing units%%Owner occupied:%%Moved in 1980 to 1989:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:,"Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:%%1, detached  or attached",Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:%%2 to 4,Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:%%5 to 19,Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:%%20 to 49,Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:%%50 or more,"Occupied housing units%%Owner occupied:%%Moved in 1970 to 1979:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:,"Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:%%1, detached  or attached",Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:%%2 to 4,Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:%%5 to 19,Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:%%20 to 49,Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:%%50 or more,"Occupied housing units%%Owner occupied:%%Moved in 1969 or earlier:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Renter occupied:,Occupied housing units%%Renter occupied:%%Moved in 2005 or later:,"Occupied housing units%%Renter occupied:%%Moved in 2005 or later:%%1, detached  or attached",Occupied housing units%%Renter occupied:%%Moved in 2005 or later:%%2 to 4,Occupied housing units%%Renter occupied:%%Moved in 2005 or later:%%5 to 19,Occupied housing units%%Renter occupied:%%Moved in 2005 or later:%%20 to 49,Occupied housing units%%Renter occupied:%%Moved in 2005 or later:%%50 or more,"Occupied housing units%%Renter occupied:%%Moved in 2005 or later:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:,"Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:%%1, detached  or attached",Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:%%2 to 4,Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:%%5 to 19,Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:%%20 to 49,Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:%%50 or more,"Occupied housing units%%Renter occupied:%%Moved in 2000 to 2004:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:,"Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:%%1, detached  or attached",Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:%%2 to 4,Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:%%5 to 19,Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:%%20 to 49,Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:%%50 or more,"Occupied housing units%%Renter occupied:%%Moved in 1990 to 1999:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:,"Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:%%1, detached  or attached",Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:%%2 to 4,Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:%%5 to 19,Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:%%20 to 49,Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:%%50 or more,"Occupied housing units%%Renter occupied:%%Moved in 1980 to 1989:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:,"Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:%%1, detached  or attached",Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:%%2 to 4,Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:%%5 to 19,Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:%%20 to 49,Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:%%50 or more,"Occupied housing units%%Renter occupied:%%Moved in 1970 to 1979:%%Mobile home, boat, RV, van, etc",Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:,"Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:%%1, detached  or attached",Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:%%2 to 4,Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:%%5 to 19,Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:%%20 to 49,Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:%%50 or more,"Occupied housing units%%Renter occupied:%%Moved in 1969 or earlier:%%Mobile home, boat, RV, van, etc",Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,153,2,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,153,3,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,153,4,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,153,5,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,153,6,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,153,7,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,153,8,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,153,9,271651.0,110513.0,46520.0,25016.0,3021.0,4123.0,3590.0,10770.0,0.0,16538.0,12627.0,694.0,571.0,1193.0,1453.0,0.0,19516.0,15200.0,298.0,1040.0,550.0,2428.0,0.0,10512.0,8187.0,319.0,410.0,227.0,1369.0,0.0,8507.0,6744.0,225.0,588.0,185.0,765.0,0.0,8920.0,8643.0,237.0,40.0,0.0,0.0,0.0,161138.0,130544.0,20269.0,21601.0,29110.0,13054.0,46510.0,0.0,11876.0,1858.0,1430.0,4682.0,830.0,3076.0,0.0,10834.0,1320.0,1273.0,3892.0,1053.0,3296.0,0.0,4659.0,675.0,514.0,1690.0,480.0,1300.0,0.0,2145.0,300.0,155.0,373.0,295.0,1022.0,0.0,1080.0,440.0,132.0,210.0,125.0,173.0,0.0,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,153,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,153,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
