,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,"White alone, not Hispanic or Latino population","White alone, not Hispanic or Latino population%%Male:","White alone, not Hispanic or Latino population%%Male:%%Under 18 years:","White alone, not Hispanic or Latino population%%Male:%%Under 18 years:%%Native","White alone, not Hispanic or Latino population%%Male:%%Under 18 years:%%Foreign born:","White alone, not Hispanic or Latino population%%Male:%%Under 18 years:%%Foreign born:%%Naturalized US citizen","White alone, not Hispanic or Latino population%%Male:%%Under 18 years:%%Foreign born:%%Not a US citizen","White alone, not Hispanic or Latino population%%Male:%%18 years and over:","White alone, not Hispanic or Latino population%%Male:%%18 years and over:%%Native","White alone, not Hispanic or Latino population%%Male:%%18 years and over:%%Foreign born:","White alone, not Hispanic or Latino population%%Male:%%18 years and over:%%Foreign born:%%Naturalized US citizen","White alone, not Hispanic or Latino population%%Male:%%18 years and over:%%Foreign born:%%Not a US citizen","White alone, not Hispanic or Latino population%%Female:","White alone, not Hispanic or Latino population%%Female:%%Under 18 years:","White alone, not Hispanic or Latino population%%Female:%%Under 18 years:%%Native","White alone, not Hispanic or Latino population%%Female:%%Under 18 years:%%Foreign born:","White alone, not Hispanic or Latino population%%Female:%%Under 18 years:%%Foreign born:%%Naturalized US citizen","White alone, not Hispanic or Latino population%%Female:%%Under 18 years:%%Foreign born:%%Not a US citizen","White alone, not Hispanic or Latino population%%Female:%%18 years and over:","White alone, not Hispanic or Latino population%%Female:%%18 years and over:%%Native","White alone, not Hispanic or Latino population%%Female:%%18 years and over:%%Foreign born:","White alone, not Hispanic or Latino population%%Female:%%18 years and over:%%Foreign born:%%Naturalized US citizen","White alone, not Hispanic or Latino population%%Female:%%18 years and over:%%Foreign born:%%Not a US citizen",Hispanic or Latino population,Hispanic or Latino population%%Male:,Hispanic or Latino population%%Male:%%Under 18 years:,Hispanic or Latino population%%Male:%%Under 18 years:%%Native,Hispanic or Latino population%%Male:%%Under 18 years:%%Foreign born:,Hispanic or Latino population%%Male:%%Under 18 years:%%Foreign born:%%Naturalized US citizen,Hispanic or Latino population%%Male:%%Under 18 years:%%Foreign born:%%Not a US citizen,Hispanic or Latino population%%Male:%%18 years and over:,Hispanic or Latino population%%Male:%%18 years and over:%%Native,Hispanic or Latino population%%Male:%%18 years and over:%%Foreign born:,Hispanic or Latino population%%Male:%%18 years and over:%%Foreign born:%%Naturalized US citizen,Hispanic or Latino population%%Male:%%18 years and over:%%Foreign born:%%Not a US citizen,Hispanic or Latino population%%Female:,Hispanic or Latino population%%Female:%%Under 18 years:,Hispanic or Latino population%%Female:%%Under 18 years:%%Native,Hispanic or Latino population%%Female:%%Under 18 years:%%Foreign born:,Hispanic or Latino population%%Female:%%Under 18 years:%%Foreign born:%%Naturalized US citizen,Hispanic or Latino population%%Female:%%Under 18 years:%%Foreign born:%%Not a US citizen,Hispanic or Latino population%%Female:%%18 years and over:,Hispanic or Latino population%%Female:%%18 years and over:%%Native,Hispanic or Latino population%%Female:%%18 years and over:%%Foreign born:,Hispanic or Latino population%%Female:%%18 years and over:%%Foreign born:%%Naturalized US citizen,Hispanic or Latino population%%Female:%%18 years and over:%%Foreign born:%%Not a US citizen,Total population,Total population%%Male,Total population%%Female,Total population%%Native:,Total population%%Native:%%Male,Total population%%Native:%%Female,Total population%%Foreign born:,Total population%%Foreign born:%%Male,Total population%%Foreign born:%%Female,Total population%%Foreign born:%%Naturalized US citizen:,Total population%%Foreign born:%%Naturalized US citizen:%%Male,Total population%%Foreign born:%%Naturalized US citizen:%%Female,Total population%%Foreign born:%%Not a US citizen:,Total population%%Foreign born:%%Not a US citizen:%%Male,Total population%%Foreign born:%%Not a US citizen:%%Female,Population born outside the United States,Population born outside the United States%%Entered 2010 or later,Population born outside the United States%%Entered 2010 or later%%Native,Population born outside the United States%%Entered 2010 or later%%Foreign born:,Population born outside the United States%%Entered 2010 or later%%Foreign born:%%Naturalized US citizen,Population born outside the United States%%Entered 2010 or later%%Foreign born:%%Not a US citizen,Population born outside the United States%%Entered 2000 to 2009,Population born outside the United States%%Entered 2000 to 2009%%Native,Population born outside the United States%%Entered 2000 to 2009%%Foreign born:,Population born outside the United States%%Entered 2000 to 2009%%Foreign born:%%Naturalized US citizen,Population born outside the United States%%Entered 2000 to 2009%%Foreign born:%%Not a US citizen,Population born outside the United States%%Entered 1990 to 1999:,Population born outside the United States%%Entered 1990 to 1999:%%Native,Population born outside the United States%%Entered 1990 to 1999:%%Foreign born:,Population born outside the United States%%Entered 1990 to 1999:%%Foreign born:%%Naturalized US citizen,Population born outside the United States%%Entered 1990 to 1999:%%Foreign born:%%Not a US citizen,Population born outside the United States%%Entered before 1990:,Population born outside the United States%%Entered before 1990:%%Native,Population born outside the United States%%Entered before 1990:%%Foreign born:,Population born outside the United States%%Entered before 1990:%%Foreign born:%%Naturalized US citizen,Population born outside the United States%%Entered before 1990:%%Foreign born:%%Not a US citizen,Population born outside Puerto Rico,Population born outside Puerto Rico%%Entered 2010 or later,Population born outside Puerto Rico%%Entered 2010 or later%%Native,Population born outside Puerto Rico%%Entered 2010 or later%%Foreign born:,Population born outside Puerto Rico%%Entered 2010 or later%%Foreign born:%%Naturalized US citizen,Population born outside Puerto Rico%%Entered 2010 or later%%Foreign born:%%Not a US citizen,Population born outside Puerto Rico%%Entered 2000 to 2009,Population born outside Puerto Rico%%Entered 2000 to 2009%%Native,Population born outside Puerto Rico%%Entered 2000 to 2009%%Foreign born:,Population born outside Puerto Rico%%Entered 2000 to 2009%%Foreign born:%%Naturalized US citizen,Population born outside Puerto Rico%%Entered 2000 to 2009%%Foreign born:%%Not a US citizen,Population born outside Puerto Rico%%Entered 1990 to 1999:,Population born outside Puerto Rico%%Entered 1990 to 1999:%%Native,Population born outside Puerto Rico%%Entered 1990 to 1999:%%Foreign born:,Population born outside Puerto Rico%%Entered 1990 to 1999:%%Foreign born:%%Naturalized US citizen,Population born outside Puerto Rico%%Entered 1990 to 1999:%%Foreign born:%%Not a US citizen,Population born outside Puerto Rico%%Entered before 1990:,Population born outside Puerto Rico%%Entered before 1990:%%Native,Population born outside Puerto Rico%%Entered before 1990:%%Foreign born:,Population born outside Puerto Rico%%Entered before 1990:%%Foreign born:%%Naturalized US citizen,Population born outside Puerto Rico%%Entered before 1990:%%Foreign born:%%Not a US citizen,Total population,Total population%%Male:,Total population%%Male:%%Under 18 years:,Total population%%Male:%%Under 18 years:%%Native,Total population%%Male:%%Under 18 years:%%Foreign born,Total population%%Male:%%18 years and over:,Total population%%Male:%%18 years and over:%%Native,Total population%%Male:%%18 years and over:%%Foreign born,Total population%%Female:,Total population%%Female:%%Under 18 years:,Total population%%Female:%%Under 18 years:%%Native,Total population%%Female:%%Under 18 years:%%Foreign born,Total population%%Female:%%18 years and over:,Total population%%Female:%%18 years and over:%%Native,Total population%%Female:%%18 years and over:%%Foreign born,Population born outside the United States,Population born outside the United States%%Entered 2010 or later,Population born outside the United States%%Entered 2010 or later%%Native,Population born outside the United States%%Entered 2010 or later%%Foreign born,Population born outside the United States%%Entered 2000 to 2009,Population born outside the United States%%Entered 2000 to 2009%%Native,Population born outside the United States%%Entered 2000 to 2009%%Foreign born,Population born outside the United States%%Entered 1990 to 1999:,Population born outside the United States%%Entered 1990 to 1999:%%Native,Population born outside the United States%%Entered 1990 to 1999:%%Foreign born,Population born outside the United States%%Entered before 1990:,Population born outside the United States%%Entered before 1990:%%Native,Population born outside the United States%%Entered before 1990:%%Foreign born,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,14,2,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,14,3,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,14,4,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,14,5,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,14,6,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,14,7,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,14,8,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,14,9,230264.0,114582.0,11700.0,11330.0,370.0,141.0,229.0,102882.0,92488.0,10394.0,4004.0,6390.0,115682.0,11081.0,9888.0,1193.0,69.0,1124.0,104601.0,94163.0,10438.0,3936.0,6502.0,65560,33408,7669,6797,872,308,564,25739,9226,16513,5544,10969,32152,8077,6796,1281,921,360,24075,10324,13751,4890,8861,33.8,33.6,33.9,32.5,32.1,32.9,38.5,38.8,37.8,44.8,45.5,43.7,35.6,35.8,35.5,104783,16966,909,16057,664,15393,36088,2831,33257,10437,22820,21050,2808,18242,9328,8914,30679,5416,25263,17609,7654,,,,,,,,,,,,,,,,,,,,,,646449,306147,56029,53918,2111,250118,206852,43266,340302,55503,52044,3459,284799,240816,43983,104783,16966,909,16057,36088,2831,33257,21050,2808,18242,30679,5416,25263,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,14,10,75498.0,34713.0,5368.0,5134.0,234.0,69.0,165.0,29345.0,25328.0,4017.0,1627.0,2390.0,40785.0,4719.0,4028.0,691.0,69.0,622.0,36066.0,31396.0,4670.0,1747.0,2923.0,11786,5346,1602,1267,335,145,190,3744,1632,2112,1156,956,6440,1144,909,235,235,0,5296,2825,2471,533,1938,36.0,36.5,35.8,34.3,33.9,35.0,41.7,45.0,39.6,54.5,53.0,59.3,37.2,38.7,35.4,23896,5469,572,4897,59,4838,7196,1138,6058,990,5068,3393,511,2882,1241,1641,7838,1221,6617,4866,1751,,,,,,,,,,,,,,,,,,,,,,105713,48354,9293,8330,963,39061,31414,7647,57359,7232,6244,988,50127,39271,10856,23896,5469,572,4897,7196,1138,6058,3393,511,2882,7838,1221,6617,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,14,11,31117.0,16473.0,1992.0,1957.0,35.0,0.0,35.0,14481.0,13228.0,1253.0,380.0,873.0,14644.0,2063.0,2008.0,55.0,0.0,55.0,12581.0,11401.0,1180.0,446.0,734.0,24552,13471,3035,2604,431,163,268,10436,2315,8121,1922,6199,11081,3321,2657,664,485,179,7760,1819,5941,2350,3591,34.7,34.5,35.1,33.8,33.4,34.2,36.7,35.8,38.1,42.2,42.1,42.4,34.6,34.6,35.0,33152,4005,67,3938,462,3476,14237,286,13951,5251,8700,5912,330,5582,2736,2846,8998,1314,7684,4437,3247,,,,,,,,,,,,,,,,,,,,,,123126,60764,10549,9739,810,50215,34730,15485,62362,11848,10367,1481,50514,37135,13379,33152,4005,67,3938,14237,286,13951,5912,330,5582,8998,1314,7684,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
