,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Civilian employed population 16 years and over with earnings,Civilian employed population 16 years and over with earnings%Male:,"Civilian employed population 16 years and over with earnings%Management, business, science, and arts occupations:","Civilian employed population 16 years and over with earnings%Management, business, and financial occupations:",Civilian employed population 16 years and over with earnings%Management occupations,Civilian employed population 16 years and over with earnings%Business and financial operations occupations,"Civilian employed population 16 years and over with earnings%Computer, engineering, and science occupations:",Civilian employed population 16 years and over with earnings%Computer and mathematical occupations,Civilian employed population 16 years and over with earnings%Architecture and engineering occupations,"Civilian employed population 16 years and over with earnings%Life, physical, and social science occupations","Civilian employed population 16 years and over with earnings%Education, legal, community service, arts, and media occupations:",Civilian employed population 16 years and over with earnings%Community and social service occupations,Civilian employed population 16 years and over with earnings%Legal occupations,"Civilian employed population 16 years and over with earnings%Education, training, and library occupations","Civilian employed population 16 years and over with earnings%Arts, design, entertainment, sports, and media occupations",Civilian employed population 16 years and over with earnings%Healthcare practitioners and technical occupations:,Civilian employed population 16 years and over with earnings%Health diagnosing and treating practitioners and other technical occupations,Civilian employed population 16 years and over with earnings%Health technologists and technicians,Civilian employed population 16 years and over with earnings%Service occupations:,Civilian employed population 16 years and over with earnings%Healthcare support occupations,Civilian employed population 16 years and over with earnings%Protective service occupations:,"Civilian employed population 16 years and over with earnings%Fire fighting and prevention, and other protective service workers including supervisors",Civilian employed population 16 years and over with earnings%Law enforcement workers including supervisors,Civilian employed population 16 years and over with earnings%Food preparation and serving related occupations,Civilian employed population 16 years and over with earnings%Building and grounds cleaning and maintenance occupations,Civilian employed population 16 years and over with earnings%Personal care and service occupations,Civilian employed population 16 years and over with earnings%Sales and office occupations:,Civilian employed population 16 years and over with earnings%Sales and related occupations,Civilian employed population 16 years and over with earnings%Office and administrative support occupations,"Civilian employed population 16 years and over with earnings%Natural resources, construction, and maintenance occupations:","Civilian employed population 16 years and over with earnings%Farming, fishing, and forestry occupations",Civilian employed population 16 years and over with earnings%Construction and extraction occupations,"Civilian employed population 16 years and over with earnings%Installation, maintenance, and repair occupations","Civilian employed population 16 years and over with earnings%Production, transportation, and material moving occupations:",Civilian employed population 16 years and over with earnings%Production occupations,Civilian employed population 16 years and over with earnings%Transportation occupations,Civilian employed population 16 years and over with earnings%Material moving occupations,Civilian employed population 16 years and over with earnings%Female:,"Civilian employed population 16 years and over with earnings%Management, business, science, and arts occupations:","Civilian employed population 16 years and over with earnings%Management, business, and financial occupations:",Civilian employed population 16 years and over with earnings%Management occupations,Civilian employed population 16 years and over with earnings%Business and financial operations occupations,"Civilian employed population 16 years and over with earnings%Computer, engineering, and science occupations:",Civilian employed population 16 years and over with earnings%Computer and mathematical occupations,Civilian employed population 16 years and over with earnings%Architecture and engineering occupations,"Civilian employed population 16 years and over with earnings%Life, physical, and social science occupations","Civilian employed population 16 years and over with earnings%Education, legal, community service, arts, and media occupations:",Civilian employed population 16 years and over with earnings%Community and social service occupations,Civilian employed population 16 years and over with earnings%Legal occupations,"Civilian employed population 16 years and over with earnings%Education, training, and library occupations","Civilian employed population 16 years and over with earnings%Arts, design, entertainment, sports, and media occupations",Civilian employed population 16 years and over with earnings%Healthcare practitioners and technical occupations:,Civilian employed population 16 years and over with earnings%Health diagnosing and treating practitioners and other technical occupations,Civilian employed population 16 years and over with earnings%Health technologists and technicians,Civilian employed population 16 years and over with earnings%Service occupations:,Civilian employed population 16 years and over with earnings%Healthcare support occupations,Civilian employed population 16 years and over with earnings%Protective service occupations:,"Civilian employed population 16 years and over with earnings%Fire fighting and prevention, and other protective service workers including supervisors",Civilian employed population 16 years and over with earnings%Law enforcement workers including supervisors,Civilian employed population 16 years and over with earnings%Food preparation and serving related occupations,Civilian employed population 16 years and over with earnings%Building and grounds cleaning and maintenance occupations,Civilian employed population 16 years and over with earnings%Personal care and service occupations,Civilian employed population 16 years and over with earnings%Sales and office occupations:,Civilian employed population 16 years and over with earnings%Sales and related occupations,Civilian employed population 16 years and over with earnings%Office and administrative support occupations,"Civilian employed population 16 years and over with earnings%Natural resources, construction, and maintenance occupations:","Civilian employed population 16 years and over with earnings%Farming, fishing, and forestry occupations",Civilian employed population 16 years and over with earnings%Construction and extraction occupations,"Civilian employed population 16 years and over with earnings%Installation, maintenance, and repair occupations","Civilian employed population 16 years and over with earnings%Production, transportation, and material moving occupations:",Civilian employed population 16 years and over with earnings%Production occupations,Civilian employed population 16 years and over with earnings%Transportation occupations,Civilian employed population 16 years and over with earnings%Material moving occupations,Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,113,2,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,113,3,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,113,4,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,113,5,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,113,6,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,113,7,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,113,8,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,113,9,47210,50312,75550,79548,95718,67155,75199,72361,82356,71321,69970,33476,130159,55725,54493,110815,111847,35806,23959,17399,36827,27302,52357,22360,22936,11129,32626,40687,31712,31692,.,30172,32323,33881,29984,33713,35811,45484,61645,66843,74334,62439,72330,81899,70763,61918,53694,36704,101748,42378,62470,51829,69281,31863,20693,26655,45269,31360,65257,20540,17256,10589,35168,29092,36871,39620,.,38300,51955,30352,26020,31246,17160,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,113,10,65633,76935,91888,101786,125294,58892,81588,84043,62253,89936,82119,100074,156875,75728,61035,150095,150095,.,23299,.,.,.,.,26706,23299,2813,45437,47184,32301,46149,.,45020,.,4741,.,4741,2499,55343,67187,76488,98174,65342,77179,97975,42025,49735,63061,46206,126582,41080,69632,51477,51912,.,22809,23343,.,.,.,28426,27178,6834,32274,23133,32906,.,.,.,.,.,.,.,.,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,113,11,40560,40039,75571,75542,76540,67279,82216,81142,101855,90184,58008,29150,125833,56090,44508,120214,121201,.,20923,.,26744,19908,42031,20728,20647,45569,24476,24208,27003,30845,.,31356,31034,33139,45680,26201,33481,41430,55114,61435,66739,55436,73351,67330,37275,84063,48208,52551,83685,39571,69427,52010,53327,.,19499,24588,55835,32029,56182,23611,15702,25110,34960,35406,34664,.,.,.,.,31407,26934,32455,16590,79500US1100102,"PUMA5 00102, District of Columbia"
