,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Total population,Total population% Afghan,Total population% Albanian,Total population% Alsatian,Total population% American,Total population% Arab:,Total population% Arab:% Egyptian,Total population% Arab:% Iraqi,Total population% Arab:% Jordanian,Total population% Arab:% Lebanese,Total population% Arab:% Moroccan,Total population% Arab:% Palestinian,Total population% Arab:% Syrian,Total population% Arab:% Arab,Total population% Arab:% Other Arab,Total population% Armenian,Total population% Assyrian/Chaldean/Syriac,Total population% Australian,Total population% Austrian,Total population% Basque,Total population% Belgian,Total population% Brazilian,Total population% British,Total population% Bulgarian,Total population% Cajun,Total population% Canadian,Total population% Carpatho Rusyn,Total population% Celtic,Total population% Croatian,Total population% Cypriot,Total population% Czech,Total population% Czechoslovakian,Total population% Danish,Total population% Dutch,Total population% Eastern European,Total population% English,Total population% Estonian,Total population% European,Total population% Finnish,Total population% French (except Basque),Total population% French Canadian,Total population% German,Total population% German Russian,Total population% Greek,Total population% Guyanese,Total population% Hungarian,Total population% Icelander,Total population% Iranian,Total population% Irish,Total population% Israeli,Total population% Italian,Total population% Latvian,Total population% Lithuanian,Total population% Luxemburger,Total population% Macedonian,Total population% Maltese,Total population% New Zealander,Total population% Northern European,Total population% Norwegian,Total population% Pennsylvania German,Total population% Polish,Total population% Portuguese,Total population% Romanian,Total population% Russian,Total population% Scandinavian,Total population% Scotch-Irish,Total population% Scottish,Total population% Serbian,Total population% Slavic,Total population% Slovak,Total population% Slovene,Total population% Soviet Union,Total population% Subsaharan African:,Total population% Subsaharan African:% Cape Verdean,Total population% Subsaharan African:% Ethiopian,Total population% Subsaharan African:% Ghanaian,Total population% Subsaharan African:% Kenyan,Total population% Subsaharan African:% Liberian,Total population% Subsaharan African:% Nigerian,Total population% Subsaharan African:% Senegalese,Total population% Subsaharan African:% Sierra Leonean,Total population% Subsaharan African:% Somalian,Total population% Subsaharan African:% South African,Total population% Subsaharan African:% Sudanese,Total population% Subsaharan African:% Ugandan,Total population% Subsaharan African:% Zimbabwean,Total population% Subsaharan African:% African,Total population% Subsaharan African:% Other Subsaharan African,Total population% Swedish,Total population% Swiss,Total population% Turkish,Total population% Ukrainian,Total population% Welsh,Total population% West Indian (except Hispanic groups):,Total population% West Indian (except Hispanic groups):% Bahamian,Total population% West Indian (except Hispanic groups):% Barbadian,Total population% West Indian (except Hispanic groups):% Belizean,Total population% West Indian (except Hispanic groups):% Bermudan,Total population% West Indian (except Hispanic groups):% British West Indian,Total population% West Indian (except Hispanic groups):% Dutch West Indian,Total population% West Indian (except Hispanic groups):% Haitian,Total population% West Indian (except Hispanic groups):% Jamaican,Total population% West Indian (except Hispanic groups):% Trinidadian and Tobagonian,Total population% West Indian (except Hispanic groups):% U.S. Virgin Islander,Total population% West Indian (except Hispanic groups):% West Indian,Total population% West Indian (except Hispanic groups):% Other West Indian,Total population% Yugoslavian,Total population% Other groups,Total population% Unclassified or not reported,Total population,Total population% American,Total population% Arab,Total population% British,Total population% Czech,Total population% Danish,Total population% Dutch,Total population% English,Total population% European,Total population% French (except Basque),Total population% French Canadian,Total population% German,Total population% Greek,Total population% Hungarian,Total population% Irish,Total population% Italian,Total population% Lithuanian,Total population% Norwegian,Total population% Polish,Total population% Portuguese,Total population% Russian,Total population% Scotch-Irish,Total population% Scottish,Total population% Slovak,Total population% Subsaharan African,Total population% Swedish,Total population% Swiss,Total population% Ukrainian,Total population% Welsh,Total population% West Indian (except Hispanic groups),Total population% Other groups,Total population% Unclassified or not reported,Geographic Identifier,Area Name
0,ACSSF,20100.0,dc,0,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,04001US11,District of Columbia -- Urban
1,ACSSF,20100.0,dc,0,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20100.0,dc,0,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20100.0,dc,0,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20100.0,dc,0,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20100.0,dc,0,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20100.0,dc,0,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20100.0,dc,0,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604453.0,0.0,1314.0,990.0,352.0,386.0,1914.0,10894.0,1095.0,4203.0,558.0,15300.0,648.0,1557.0,14371.0,5633.0,816.0,1082.0,3863.0,616.0,3404.0,1411.0,2565.0,375.0,1277.0,1605.0,828.0,219.0,1433.0,1038.0,20286.0,504420.0,50000US1198,"Delegate District (at Large) (111th Congress), District of Columbia"
8,ACSSF,20100.0,dc,0,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109673.0,0.0,597.0,707.0,75.0,99.0,1039.0,4213.0,463.0,1747.0,316.0,5935.0,256.0,575.0,6120.0,2003.0,506.0,372.0,1460.0,154.0,1395.0,326.0,1046.0,201.0,62.0,422.0,616.0,0.0,497.0,0.0,5153.0,73318.0,79500US1100101,"PUMA5 00101, District of Columbia"
9,ACSSF,20100.0,dc,0,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500US1100102,"PUMA5 00102, District of Columbia"
