,FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Same house 1 year ago,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same Micropolitan Statistical Area:,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same Micropolitan Statistical Area:%%Moved from principal city,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same Micropolitan Statistical Area:%%Moved from remainder of Micropolitan Statistical Area,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Different Micropolitan Statistical Area,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Metropolitan Statistical Area,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%United States 1 year ago,Population 1 year and over living in a Micropolitan Statistical Area in Puerto Rico%%Abroad 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Same house 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Metropolitan Statistical Area:,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Metropolitan Statistical Area:%%Moved from principal city,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Metropolitan Statistical Area:%%Moved from remainder of Metropolitan Statistical Area,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Micropolitan Statistical Area:,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Micropolitan Statistical Area:%%Moved from principal city,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Micropolitan Statistical Area:%%Moved from remainder of Micropolitan Statistical Area,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Abroad 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%Same house 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Metropolitan Statistical Area,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Micropolitan Statistical Area,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%United States 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in Puerto Rico%%Abroad 1 year ago,Population 1 year and over in the United States,Population 1 year and over in the United States%%Same house 1 year ago,Population 1 year and over in the United States%%Different house in United States 1 year ago:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Same city or town:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Same city or town:%%Same county,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Same city or town:%%Different county (same state),Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Same county,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Same state,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Different state:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Different state:%%Northeast,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Different state:%%Midwest,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Different state:%%South,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Different state:%%West,Population 1 year and over in the United States%%Abroad 1 year ago:,Population 1 year and over in the United States%%Abroad 1 year ago:%%Puerto Rico,Population 1 year and over in the United States%%Abroad 1 year ago:%%US Island Areas,Population 1 year and over in the United States%%Abroad 1 year ago:%%Foreign country,Population 1 year and over in Puerto Rico,Population 1 year and over in Puerto Rico%%Same house 1 year ago,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same city or town:,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same city or town:%%Same municipio,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same city or town:%%Different municipio,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Elsewhere in Puerto Rico:,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Elsewhere in Puerto Rico:%%Same municipio,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Elsewhere in Puerto Rico:%%Different municipio,Population 1 year and over in Puerto Rico%%United States 1 year ago:,Population 1 year and over in Puerto Rico%%United States 1 year ago:%%Northeast,Population 1 year and over in Puerto Rico%%United States 1 year ago:%%Midwest,Population 1 year and over in Puerto Rico%%United States 1 year ago:%%South,Population 1 year and over in Puerto Rico%%United States 1 year ago:%%West,Population 1 year and over in Puerto Rico%%Elsewhere 1 year ago:,Population 1 year and over in Puerto Rico%%Elsewhere 1 year ago:%%US Island Areas,Population 1 year and over in Puerto Rico%%Elsewhere 1 year ago:%%Foreign country,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Same house 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Metropolitan Statistical Area:,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Metropolitan Statistical Area:%%Moved from principal city,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Metropolitan Statistical Area:%%Moved from remainder of Metropolitan Statistical Area,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Micropolitan Statistical Area,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Different house in United States 1 year ago:%%Not in a Metropolitan or Micropolitan Statistical Area 1 year ago,Population 1 year and over not living in a Metropolitan or Micropolitan Statistical Area in the United States%%Abroad 1 year ago,Population 1 year and over in the United States,Population 1 year and over in the United States%%Same house 1 year ago,Population 1 year and over in the United States%%Different house in United States 1 year ago:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Same city or town,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Same county,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Same state,Population 1 year and over in the United States%%Different house in United States 1 year ago:%%Elsewhere:%%Different county:%%Different state,Population 1 year and over in the United States%%Abroad 1 year ago:,Population 1 year and over in the United States%%Abroad 1 year ago:%%Puerto Rico,Population 1 year and over in the United States%%Abroad 1 year ago:%%Elsewhere,Population 1 year and over in Puerto Rico,Population 1 year and over in Puerto Rico%%Same house 1 year ago,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Same city or town,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Elsewhere in Puerto Rico:,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Elsewhere in Puerto Rico:%%Same municipio,Population 1 year and over in Puerto Rico%%Different house in Puerto Rico 1 year ago:%%Elsewhere in Puerto Rico:%%Different municipio,Population 1 year and over in Puerto Rico%%United States 1 year ago,Population 1 year and over in Puerto Rico%%Elsewhere 1 year ago,Geographic Identifier,Area Name
0,ACSSF,20130.0,dc,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,04001US11,District of Columbia -- Urban
1,ACSSF,20130.0,dc,0,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,040A0US11,District of Columbia -- In metropolitan or micropolitan statistical area
2,ACSSF,20130.0,dc,0,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,040C0US11,District of Columbia -- In metropolitan statistical area
3,ACSSF,20130.0,dc,0,27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,040C1US11,District of Columbia -- In metropolitan statistical area -- in principal city
4,ACSSF,20130.0,dc,0,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,05000US11001,"District of Columbia, District of Columbia"
5,ACSSF,20130.0,dc,0,27,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,16000US1150000,"Washington city, District of Columbia"
6,ACSSF,20130.0,dc,0,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,31200US479001150000,"Washington city, DC; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
7,ACSSF,20130.0,dc,0,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,50000US1198,"Delegate District (at Large) (113th Congress), District of Columbia"
8,ACSSF,20130.0,dc,0,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104789.0,78441.0,21847.0,12293.0,12293.0,0.0,9554.0,0.0,9554.0,0.0,9554.0,3990.0,574.0,4100.0,890.0,4501.0,0.0,0.0,4501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,104789,78441,21847,12293,9554,0,9554,0,9554,4501,0,4501,,,,,,,,,,79500US1100101,"District of Columbia (West) PUMA, District of Columbia"
9,ACSSF,20130.0,dc,0,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121114.0,103233.0,16141.0,9535.0,9535.0,0.0,6606.0,0.0,6606.0,0.0,6606.0,2399.0,246.0,2892.0,1069.0,1740.0,0.0,0.0,1740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,121114,103233,16141,9535,6606,0,6606,0,6606,1740,0,1740,,,,,,,,,,79500US1100102,"District of Columbia (North) PUMA, District of Columbia"
10,ACSSF,20130.0,dc,0,27,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111699.0,89764.0,20989.0,12472.0,12472.0,0.0,8517.0,0.0,8517.0,0.0,8517.0,1430.0,339.0,6238.0,510.0,946.0,0.0,0.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,111699,89764,20989,12472,8517,0,8517,0,8517,946,0,946,,,,,,,,,,79500US1100103,"District of Columbia (Northeast) PUMA, District of Columbia"
11,ACSSF,20130.0,dc,0,27,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146917,127524,19124,14185,4939,0,4939,0,4939,269,0,269,,,,,,,,,,79500US1100104,"District of Columbia (East) PUMA, District of Columbia"
12,ACSSF,20130.0,dc,0,27,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152016.0,110996.0,37387.0,20432.0,20432.0,0.0,16955.0,0.0,16955.0,0.0,16955.0,5170.0,1117.0,8884.0,1784.0,3633.0,62.0,0.0,3571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,152016,110996,37387,20432,16955,0,16955,0,16955,3633,62,3571,,,,,,,,,,79500US1100105,"District of Columbia (Central) PUMA, District of Columbia"
13,ACSSF,20130.0,dc,0,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636535.0,509958.0,115488.0,68917.0,68917.0,0.0,46571.0,0.0,46571.0,0.0,46571.0,13532.0,2440.0,25901.0,4698.0,11089.0,62.0,0.0,11027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,636535,509958,115488,68917,46571,0,46571,0,46571,11089,62,11027,,,,,,,,,,97000US1100030,"District of Columbia Public Schools, District of Columbia"
