ACSSF,2011e1,dc,000,0173,0000001,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000002,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000003,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000004,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000005,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000006,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000007,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000008,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000009,420896,353201,37204,30980,12275,21366,6224,57994,49873,28678,26086,8121,60728,54396,38435,20777,6332,197275,186755,182925,7281,10520,67695,15220,15099,8326,14694,121,15279,14987,10630,13646,292,10591,10553,8258,9792,38,26605,26556,22959,23525,49,608165,525189,494013,372158,184553,31176,82976,31117,29014,25204,8852,2103,51859,43131,32535,14747,8728,608165,372096,173251,169986,162890,144334,43200,7096,3265,2994,2918,633,271,198845,38613,35388,30628,17441,16907,4760,3225,3032,1141,1996,193,160232,154626,142792,69813,90874,11834,5606,4583,3161,1901,1023,236069,154198,121095,114658,96387,39601,6437,33103,30475,28007,3866,2628,81871,74106,66695,9174,7765,583595,139069,37320,32255,5065,88308,49555,38753,13441,13063,378,43695,9312,6430,2882,27598,11218,16380,6785,5770,1015,124966,23308,9694,13614,87102,21176,65926,14556,13452,1104,275865,34810,4008,30802,208142,11636,196506,32913,29372,3541
ACSSF,2011e1,dc,000,0173,0000010,72574,57193,1195,955,929,26,240,592,459,413,46,133,3224,2649,2500,149,575,52182,49617,49155,895,2565,15381,748,748,421,705,0,748,748,570,670,0,1938,1938,1636,1833,0,11947,11947,10272,10990,0,107011,88124,84403,81557,13119,3721,18887,7087,6564,5989,2166,523,11800,10808,10582,887,992,107011,60233,54746,53630,51786,50059,9166,1844,1116,1031,1031,0,85,5487,902,876,876,810,213,0,26,26,0,26,0,4585,4450,4178,3909,718,272,135,135,135,0,0,46778,27299,21362,20701,19726,5238,661,5937,5146,4976,196,791,19479,17896,17482,615,1583,97905,10782,267,164,103,9815,554,9261,700,622,78,2384,113,113,0,1957,420,1537,314,254,60,10820,1349,66,1283,7745,84,7661,1726,1726,0,73919,14691,74,14617,46587,361,46226,12641,11596,1045
