ACSSF,2011e1,dc,000,0001,0000001,9689,4501
ACSSF,2011e1,dc,000,0001,0000002,9689,4501
ACSSF,2011e1,dc,000,0001,0000003,9689,4501
ACSSF,2011e1,dc,000,0001,0000004,9689,4501
ACSSF,2011e1,dc,000,0001,0000005,9689,4501
ACSSF,2011e1,dc,000,0001,0000006,9689,4501
ACSSF,2011e1,dc,000,0001,0000007,9689,4501
ACSSF,2011e1,dc,000,0001,0000008,9689,4501
ACSSF,2011e1,dc,000,0001,0000009,9689,4501
ACSSF,2011e1,dc,000,0001,0000010,1665,679
ACSSF,2011e1,dc,000,0001,0000011,1743,793
ACSSF,2011e1,dc,000,0001,0000012,2387,1107
ACSSF,2011e1,dc,000,0001,0000013,2177,1038
ACSSF,2011e1,dc,000,0001,0000014,1717,884
ACSSF,2011e1,dc,000,0001,0000015,9689,4501
