ACSSF,2011e1,dc,000,0062,0000001,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000002,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000003,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000004,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000005,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000006,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000007,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000008,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000009,55986,17515,1695,1017,207,821,696,697,1163,417,357,956,647,575,459,1219,4949,1640,38471,239515,57716,5587,8819,3331,39979,181799,299473,82635,11210,27738,18470,25217,216838,1709,552,169,79,3,301,1157,21919,6494,179,375,424,5516,15425,,,,,,,,22948,9214,1174,2869,1885,3286,13734,11514,3858,821,990,453,1594,7656,211631,50771,4562,6779,2325,37105,160860,55986,17515,2712,5314,2900,6589,38471
ACSSF,2011e1,dc,000,0062,0000010,,,,,,,,,,,,,,,,,,,,87467,26181,2685,5338,2026,16132,61286,,,,,,,,,,,,,,,4938,1578,0,342,103,1133,3360,,,,,,,,,,,,,,,3046,1554,105,637,277,535,1492,82624,24994,2470,5113,1990,15421,57630,,,,,,,
