ACSSF,2011e1,dc,000,0028,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107251,86010,18726,10148,10148,0,8578,0,8578,0,8578,2456,1535,3374,1213,2515,0,0,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,107251,86010,18726,10148,8578,0,8578,0,8578,2515,0,2515,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112397,95249,15398,8492,8492,0,6906,0,6906,0,6906,986,85,4827,1008,1750,0,0,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,112397,95249,15398,8492,6906,0,6906,0,6906,1750,0,1750,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122267,97492,23086,12876,12876,0,10210,0,10210,0,10210,1235,1316,6914,745,1689,0,0,1689,,,,,,,,,,,,,,,,,,,,,,,,,,,122267,97492,23086,12876,10210,0,10210,0,10210,1689,0,1689,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124590,94579,28868,14239,14239,0,14629,0,14629,0,14629,3343,1964,6616,2706,1143,0,0,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,124590,94579,28868,14239,14629,0,14629,0,14629,1143,0,1143,,,,,,,,,
ACSSF,2011e1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,66519,0,48066,0,48066,0,48066,8606,5121,28594,5745,7364,0,0,7364,,,,,,,,,,,,,,,,,,,,,,,,,,,611608,489659,114585,66519,48066,0,48066,0,48066,7364,0,7364,,,,,,,,,
