ACSSF,2011e1,dc,000,0010,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
ACSSF,2011e1,dc,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54657,2292,895,810,322,0,453,4425,2029,1305,113,3638,453,147,4605,2644,238,6,1300,55,1914,572,738,0,525,440,0,446,25,388,23879
ACSSF,2011e1,dc,000,0010,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86504,1142,452,124,47,0,28,1417,1480,347,160,882,102,72,1760,933,65,265,151,0,262,219,114,149,5480,156,48,0,0,2069,68580
ACSSF,2011e1,dc,000,0010,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90866,1142,297,637,0,0,671,1708,1255,419,59,1684,127,112,2975,934,109,132,464,0,291,433,448,0,2904,253,0,59,74,608,73071
ACSSF,2011e1,dc,000,0010,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0010,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84016,1647,1010,455,76,96,60,3518,2443,907,161,3385,561,193,3915,3444,275,235,577,44,826,1148,918,23,2629,48,43,40,69,1087,54183
ACSSF,2011e1,dc,000,0010,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442462,7255,2776,2085,445,96,1212,11341,7236,2978,493,9789,1243,524,13385,8038,687,638,2492,130,3293,2386,2218,172,13931,897,91,545,168,5047,340871
