ACSSF,2011e1,dc,000,0018,0000001,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000002,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000003,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000004,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000005,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000006,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000007,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000008,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000009,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
ACSSF,2011e1,dc,000,0018,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,18979,11800,7179,1923,1123,795,224,895,236,1983,107960,88981,18979,16317,277,0,277,16040,11827,4213,18979,11800,7179,3046,1914,2219
ACSSF,2011e1,dc,000,0018,0000011,20574,5084,529,0,529,0,4555,2980,1575,3403,1152,141,1011,0,2251,1163,1088,12087,7894,4191,2439,1264,4193,2564,1629,26785,17017,9768,3148,1995,1765,901,303,623,1033,113679,86894,26785,20574,8487,4284,4203,12087,6755,5332,26785,17017,9768,5143,2969,1656
ACSSF,2011e1,dc,000,0018,0000012,16236,3435,91,91,0,0,3344,2233,1111,2431,66,0,0,66,2365,1611,754,10370,5314,4048,940,326,5056,4358,698,11356,5975,5381,1419,1072,945,702,153,302,788,123563,112207,11356,16236,5866,3935,1931,10370,8406,1964,11356,5975,5381,2491,1800,1090
ACSSF,2011e1,dc,000,0018,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146978,144123,2855,38472,26939,26539,400,11533,10959,574,2855,1481,1374,628,475,271
ACSSF,2011e1,dc,000,0018,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,23624,15753,7871,2255,2299,1142,506,302,396,971,125816,102192,23624,7756,2597,1399,1198,5159,3430,1729,23624,15753,7871,4554,1950,1367
ACSSF,2011e1,dc,000,0018,0000015,99355,30097,1299,356,943,0,28798,25560,3238,14069,1920,482,1372,66,12149,9759,2390,55189,32908,22566,5639,4703,22281,18811,3470,83599,52026,31573,9287,6575,4996,2409,1703,1810,4793,617996,534397,83599,99355,44166,36157,8009,55189,41377,13812,83599,52026,31573,15862,9108,6603
