ACSSF,2011e1,dc,000,0175,0000001,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000002,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000003,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000004,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000005,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000006,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000007,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000008,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000009,617996,893,617103,617996,9641,608355,617996,12660,605336,617996,13344,604652,617996,534397,16587,517810,83599,14500,69099,93961,10362,1593,8769,83599,20113,63486,,,,,,,,31573,8796,22777,617996,96655,521341,611608,32432,579176,611608,121949,18404,3093,15311,103545,489659,306801,29296,277505,306801,28847,5207,23640,277954,306801,121413,12112,109301,185388,306801,292101,43468,248633,14700,306801,292101,38597,253504,14700,300956,4816,296140
ACSSF,2011e1,dc,000,0175,0000010,107960,515,107445,107960,2308,105652,107960,4125,103835,107960,2453,105507,107960,88981,3143,85838,18979,1672,17307,21506,2527,259,2268,18979,2475,16504,,,,,,,,7179,914,6265,107960,20939,87021,107251,6809,100442,107251,21241,2129,304,1825,19112,86010,57776,5013,52763,57776,3985,276,3709,53791,57776,28648,2894,25754,29128,57776,53781,7237,46544,3995,57776,53781,6224,47557,3995,57042,630,56412
