ACSSF,2011e1,dc,000,0174,0000001,7326,4501,1157,748,98.9,92.2,90.8,93.5,,,,,,,,,93.1,6.9,3.4,0.1,2.2,0.6,0.0,0.2,0.4,88.2,11.8,2.8,0.0,0.4,0.0,0.0,0.6,1.1,6.9,8.5,6.0
ACSSF,2011e1,dc,000,0174,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000006,7326,4501,,,,,,,,,,,,,,,93.1,6.9,3.4,0.1,2.2,0.6,0.0,0.2,0.4,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0174,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
