ACSSF,2011e1,dc,000,0103,0000001,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000002,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000003,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000004,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000005,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000006,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000007,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000008,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000009,46112,50419,66760,13970,43055,60332,9970,60892,66826,81609,17923,53900,68634,11035,32690,33222,46103,10720,32322,47311,8407,,,,,,,,51409,49861,52162,11855,53171,66007,9315,.,.,.,.,.,.,.,33530,35776,36521,30804,27765,38578,15184,46862,47173,61397,16481,46703,59391,12279,63322,70984,91079,20407,56242,70384,11060,31625,34227,44822,11843,24113,41050,10439,46264,24264,14192,0,14192,271,624,2436,4124,2025,4712,10072,5166,4906,1842,1390,707,669,176,122,22000,8929,0,8929,101,920,2064,1885,1942,2017,13071,6040,7031,3441,2085,662,390,225,228
ACSSF,2011e1,dc,000,0103,0000010,60285,73330,115262,11317,52239,77453,11517,61436,76088,121061,11772,52082,80336,11226,57090,62480,75700,6609,56194,62222,4358,.,.,.,.,.,.,.,45424,50489,51504,2499,41138,79286,14024,.,.,.,.,.,.,.,,,,,,,,58723,59038,64805,2499,58561,61611,6630,62211,74743,121179,11834,52820,80162,10440,45754,101221,131084,6709,34355,79898,17173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
