ACSSF,2011e1,dc,000,0055,0000001,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,268670,9073,259597,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000002,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000003,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000004,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000005,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000006,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000007,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000008,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000009,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
ACSSF,2011e1,dc,000,0055,0000010,47804,20467,11388,3714,3170,1210,694,291,27337,21400,4693,755,401,88,0,0,,,,47804,20467,11388,3714,3170,2195,27337,21400,4693,755,401,88
ACSSF,2011e1,dc,000,0055,0000011,45264,21375,8916,5147,3570,2171,981,590,23889,17573,5172,614,280,42,64,144,,,,45264,21375,8916,5147,3570,3742,23889,17573,5172,614,280,250
ACSSF,2011e1,dc,000,0055,0000012,51374,22937,10786,6432,3594,1407,482,236,28437,21805,5118,1050,237,227,0,0,,,,51374,22937,10786,6432,3594,2125,28437,21805,5118,1050,237,227
ACSSF,2011e1,dc,000,0055,0000013,59161,32824,13431,8993,5577,3058,1344,421,26337,23991,2119,195,32,0,0,0,,,,59161,32824,13431,8993,5577,4823,26337,23991,2119,195,32,0
ACSSF,2011e1,dc,000,0055,0000014,65067,16442,10175,4092,1181,583,281,130,48625,36753,10059,1271,452,90,0,0,,,,65067,16442,10175,4092,1181,994,48625,36753,10059,1271,452,90
ACSSF,2011e1,dc,000,0055,0000015,268670,114045,54696,28378,17092,8429,3782,1668,154625,121522,27161,3885,1402,447,64,144,,,,268670,114045,54696,28378,17092,13879,154625,121522,27161,3885,1402,655
