ACSSF,2011e1,dc,000,0176,0000001,805581,53195,752386,805581,790881,99009,691872,14700,805581,790881,71358,719523,14700,800005,7040,792965
ACSSF,2011e1,dc,000,0176,0000002,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000003,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000004,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000005,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000006,805581,53195,752386,805581,790881,99009,691872,14700,805581,790881,71358,719523,14700,800005,7040,792965
ACSSF,2011e1,dc,000,0176,0000007,805581,53195,752386,805581,790881,99009,691872,14700,805581,790881,71358,719523,14700,800005,7040,792965
ACSSF,2011e1,dc,000,0176,0000008,805581,53195,752386,805581,790881,99009,691872,14700,805581,790881,71358,719523,14700,800005,7040,792965
ACSSF,2011e1,dc,000,0176,0000009,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000010,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000011,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000012,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000013,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000014,,,,,,,,,,,,,,,,
ACSSF,2011e1,dc,000,0176,0000015,,,,,,,,,,,,,,,,
