ACSSF,2011e1,dc,000,0170,0000001,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000002,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000003,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000004,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000005,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000006,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000007,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000008,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000009,502853,241679,120226,115279,9100,106179,4947,3906,1041,121453,116942,9798,107144,4511,3416,1095,112647,49673,45664,8879,36785,4009,3704,305,62974,59246,14775,44471,3728,3493,235,148527,61816,43704,22835,20869,18112,16577,1535,86711,54323,28524,25799,32388,30561,1827,576952,118606,107395,38863,85262,11211,93387,82737,55380,42834,10650,84308,77943,61239,28233,6365,57398,53273,47083,12349,4125,223253,215998,202541,35138,7255,502853,241679,232221,18898,213323,9458,7322,2136,112647,104910,23654,81256,7737,7197,540,148527,98027,51359,46668,50500,47138,3362
ACSSF,2011e1,dc,000,0170,0000010,90505,43310,20825,18802,201,18601,2023,1718,305,22485,21123,231,20892,1362,1131,231,24542,9807,8640,69,8571,1167,1129,38,14735,13906,227,13679,829,829,0,22653,7628,4183,317,3866,3445,3198,247,15025,8470,512,7958,6555,6193,362,97080,8007,7206,6481,1639,801,7716,6707,5948,2107,1009,10891,9725,9617,1475,1166,6914,6377,6292,901,537,63552,62072,60435,9579,1480,90505,43310,39925,432,39493,3385,2849,536,24542,22546,296,22250,1996,1958,38,22653,12653,829,11824,10000,9391,609
ACSSF,2011e1,dc,000,0170,0000011,91375,48308,23994,23509,3607,19902,485,224,261,24314,23271,2267,21004,1043,769,274,17896,7598,7051,1506,5545,547,441,106,10298,9346,2871,6475,952,952,0,25171,11238,7748,4606,3142,3490,3361,129,13933,8107,4256,3851,5826,5459,367,112235,17570,14196,7268,11298,3374,18582,16562,10749,9583,2020,20389,18588,15176,7632,1801,11235,10631,9373,3196,604,44459,42098,38846,7882,2361,91375,48308,46780,5874,40906,1528,993,535,17896,16397,4377,12020,1499,1393,106,25171,15855,8862,6993,9316,8820,496
ACSSF,2011e1,dc,000,0170,0000012,100754,48630,22501,21640,1274,20366,861,681,180,26129,25289,1830,23459,840,785,55,22095,10566,10005,2258,7747,561,561,0,11529,10980,2612,8368,549,444,105,30029,13091,8874,4824,4050,4217,3777,440,16938,9106,5412,3694,7832,7310,522,112799,18665,16827,6459,14042,1838,17752,14791,10046,8639,2961,16217,15325,11766,6312,892,15080,14305,12527,3236,775,45085,43711,41221,6071,1374,100754,48630,46929,3104,43825,1701,1466,235,22095,20985,4870,16115,1110,1005,105,30029,17980,10236,7744,12049,11087,962
ACSSF,2011e1,dc,000,0170,0000013,103493,36040,15867,15378,2277,13101,489,489,0,20173,19491,4390,15101,682,365,317,23519,10454,9324,3479,5845,1130,1130,0,13065,12208,7617,4591,857,727,130,43934,17584,13314,9248,4066,4270,3975,295,26350,18393,14280,4113,7957,7381,576,142590,55218,51974,10761,46486,3244,35333,32574,19064,18061,2759,21696,20420,12622,10488,1276,11405,10310,7676,4038,1095,18938,17620,14076,5945,1318,103493,36040,34869,6667,28202,1171,854,317,23519,21532,11096,10436,1987,1857,130,43934,31707,23528,8179,12227,11356,871
