ACSSF,2011e1,dc,000,0095,0000001,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000002,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000003,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000004,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000005,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000006,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000007,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000008,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000009,529068,247251,122256,0,122256,0,228,521,591,1805,438,509,1192,3792,3274,5132,6269,5628,6922,4428,6433,10770,9734,15538,39052,124995,35280,89715,11922,7323,7029,7718,6711,3974,3425,3185,3771,2094,3513,4902,3146,3322,1760,1576,3158,2794,2703,5689,281817,121782,0,121782,434,192,102,293,1812,257,2096,1406,1793,1902,5495,6413,6781,8978,6368,8678,14245,11177,18163,25197,160035,37540,122495,15904,10517,11762,13448,11104,5659,7125,3744,4791,3234,4815,4243,4517,3870,2416,2998,3185,1871,2494,4798,40030,43099,68381,15132,36267,60933,12165
ACSSF,2011e1,dc,000,0095,0000010,93703,39794,20906,0,20906,0,0,0,0,171,84,0,91,304,0,470,335,394,752,490,929,1208,1061,2318,12299,18888,3877,15011,2250,2089,763,337,1065,72,146,199,297,204,326,552,410,783,240,281,562,575,1296,2564,53909,22491,0,22491,0,0,0,61,135,0,203,105,153,91,767,526,932,680,1158,2162,2033,1552,2909,9024,31418,7376,24042,3659,2427,1717,791,1460,601,1074,705,571,383,722,600,917,575,654,1423,1352,979,978,2454,59248,77555,126032,26420,51676,79413,18535
ACSSF,2011e1,dc,000,0095,0000011,95254,44792,24159,0,24159,0,0,369,75,1024,231,109,329,1070,608,1470,1369,1404,1446,1345,1363,2610,1546,2996,4795,20633,6252,14381,1681,412,1195,831,1388,786,598,245,982,570,689,751,492,760,210,377,1028,518,198,670,50462,24351,0,24351,0,0,0,0,313,14,578,115,608,452,1412,1369,1351,2694,1214,2054,3218,1982,3749,3228,26111,6751,19360,2509,717,1422,2650,1496,746,1806,810,998,935,950,534,1177,753,242,100,479,288,282,466,39175,41075,52343,20139,37782,55004,15194
