ACSSF,2011e1,dc,000,0163,0000001,40056
ACSSF,2011e1,dc,000,0163,0000002,40056
ACSSF,2011e1,dc,000,0163,0000003,40056
ACSSF,2011e1,dc,000,0163,0000004,40056
ACSSF,2011e1,dc,000,0163,0000005,40056
ACSSF,2011e1,dc,000,0163,0000006,40056
ACSSF,2011e1,dc,000,0163,0000007,40056
ACSSF,2011e1,dc,000,0163,0000008,40056
ACSSF,2011e1,dc,000,0163,0000009,40056
ACSSF,2011e1,dc,000,0163,0000010,10799
ACSSF,2011e1,dc,000,0163,0000011,1403
ACSSF,2011e1,dc,000,0163,0000012,10459
ACSSF,2011e1,dc,000,0163,0000013,4012
ACSSF,2011e1,dc,000,0163,0000014,13383
ACSSF,2011e1,dc,000,0163,0000015,40056
