ACSSF,2016e1,dc,000,0054,0000001,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000002,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000003,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000004,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000005,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000006,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000007,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000008,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000009,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
ACSSF,2016e1,dc,000,0054,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101,2711,507,1293,169,742,1390,76074,19610,1505,4977,1922,11206,56464,10814,4914,175,1631,409,2699,5900
ACSSF,2016e1,dc,000,0054,0000011,,,,,,,,,,,,,,,,,,,,,,21913,7250,1508,3149,1653,940,14663,3023,1084,255,487,85,257,1939,31446,6441,1223,1534,337,3347,25005,28390,8804,1624,3753,1797,1630,19586
ACSSF,2016e1,dc,000,0054,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2655,796,185,297,54,260,1859,40893,8074,1380,1993,490,4211,32819,8052,1858,267,529,175,887,6194
ACSSF,2016e1,dc,000,0054,0000013,,,,,,,,,,,,,,,,,,,,,,5073,2612,414,1037,735,426,2461,,,,,,,,4905,791,205,123,0,463,4114,7346,3338,491,1149,760,938,4008
ACSSF,2016e1,dc,000,0054,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85734,17098,624,1050,134,15290,68636,,,,,,,
ACSSF,2016e1,dc,000,0054,0000015,,,,,,,,25839,6904,304,477,391,5732,18935,,,,,,,,34428,11938,2049,4911,2713,2265,22490,15557,6125,1275,2211,390,2249,9432,239052,52014,4937,9677,2883,34517,187038,69236,22637,2684,7920,3466,8567,46599
