ACSSF,2016e1,dc,000,0164,0000001,831531,86182,745349,831531,809770,170395,639375,21761,831531,809770,121218,688552,21761,821800,8774,813026
ACSSF,2016e1,dc,000,0164,0000002,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000003,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000004,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000005,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000006,831531,86182,745349,831531,809770,170395,639375,21761,831531,809770,121218,688552,21761,821800,8774,813026
ACSSF,2016e1,dc,000,0164,0000007,831531,86182,745349,831531,809770,170395,639375,21761,831531,809770,121218,688552,21761,821800,8774,813026
ACSSF,2016e1,dc,000,0164,0000008,831531,86182,745349,831531,809770,170395,639375,21761,831531,809770,121218,688552,21761,821800,8774,813026
ACSSF,2016e1,dc,000,0164,0000009,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000010,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000011,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000012,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000013,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000014,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0164,0000015,,,,,,,,,,,,,,,,
