ACSSF,2016e1,dc,000,0108,0000001,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000002,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000003,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000004,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000005,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000006,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000007,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000008,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000009,41568,22362,9651,4689,3753,936,2072,1105,186,781,2372,166,1013,853,340,518,518,0,6225,0,209,29,180,4616,1228,172,1141,441,700,4291,0,4224,67,1054,306,346,402,19206,7948,3168,1949,1219,1115,251,0,864,3153,549,894,678,1032,512,449,63,7876,60,185,0,185,2345,4131,1155,2465,785,1680,246,0,0,246,671,506,165,0,55969,77716,82313,88447,76923,89386,91102,95140,74063,67061,59226,111873,50020,66469,69484,74621,42526,26286,27497,43207,40445,64183,22458,26614,22257,37274,31406,40944,30143,6302,29861,44449,29100,34311,28826,25731,364797,177215,110714,48909,31887,17022,26407,15175,3959,7273,31757,3328,11882,7534,9013,3641,3303,338,23792,1153,3827,2454,1373,9462,5989,3361,21942,9766,12176,10065,6,8250,1809,10702,1693,6069,2940,187582,113112,49205,28894,20311,13692,6730,833,6129,42006,6056,11821,14809,9320,8209,6189,2020,33680,4188,4229,3224,1005,9771,8261,7231,35367,11793,23574,1007,388,89,530,4416,1547,2313,556
ACSSF,2016e1,dc,000,0108,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73049,90424,99268,100944,91537,91370,95698,101549,70193,70655,70734,157170,42287,55225,69365,69831,66673,17452,.,44432,4831,151164,17938,21928,15609,41738,50296,35872,21594,.,29776,9260,66175,37071,.,.,62425,29001,23844,9185,5868,3317,4628,2080,1043,1505,8478,629,3297,2473,2079,1553,1492,61,1944,51,446,194,252,617,127,703,1832,914,918,770,0,770,0,611,209,0,402,33424,23939,11135,7567,3568,3333,1015,42,2276,7808,886,2384,2821,1717,1663,1555,108,4141,0,553,338,215,1046,666,1876,4641,1804,2837,518,335,0,183,185,185,0,0
