ACSSF,2016e1,dc,000,0090,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222250,111039,75634,53,75581,60,53,459,44,675,38,115,221,952,208,779,1258,649,2392,832,2754,6542,5355,15126,37069,35405,12423,22982,5489,2329,1501,911,1521,64,923,505,1351,86,666,678,507,862,507,476,945,897,1253,1511,111211,62622,0,62622,0,37,444,260,515,355,735,150,868,250,567,1395,1910,2534,2981,3710,6044,6426,10699,22742,48589,18280,30309,3939,3284,2963,2048,1903,275,1389,645,1549,386,1117,1940,1402,1010,1033,1109,710,924,903,1780
ACSSF,2016e1,dc,000,0090,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68349,31785,17175,53,17122,0,0,0,0,151,0,115,116,47,51,95,183,151,258,271,175,1379,561,2692,10877,14610,5271,9339,2886,731,1000,123,479,64,199,122,586,0,231,274,221,381,304,99,255,253,379,752,36564,15446,0,15446,0,0,0,0,235,0,344,117,172,0,281,258,74,831,319,864,796,1705,1964,7486,21118,9243,11875,1856,1369,1200,838,995,107,556,285,550,86,196,499,357,344,516,472,196,190,338,925
ACSSF,2016e1,dc,000,0090,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0090,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0090,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
