ACSSF,2015e1,dc,000,0024,0000001,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000002,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000003,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000004,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000005,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000006,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000007,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000008,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000009,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000010,,,,,,,,,,,,,,,,,,,,109847,83862,23705,11251,11251,0,12454,0,12454,0,12454,4232,1732,5382,1108,2280,0,0,2280,,,,,,,,,,,,,,,,,,109847,83862,23705,11251,12454,0,12454,0,12454,2280,0,2280,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000011,,,,,,,,,,,,,,,,,,,,122161,103437,17880,11295,11295,0,6585,0,6585,0,6585,1150,257,4554,624,844,18,0,826,,,,,,,,,,,,,,,,,,122161,103437,17880,11295,6585,0,6585,0,6585,844,18,826,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000012,,,,,,,,,,,,,,,,,,,,112626,91785,19473,11761,11761,0,7712,0,7712,0,7712,1374,677,4710,951,1368,0,0,1368,,,,,,,,,,,,,,,,,,112626,91785,19473,11761,7712,0,7712,0,7712,1368,0,1368,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159995,139133,20144,12274,7870,0,7870,0,7870,718,0,718,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000014,,,,,,,,,,,,,,,,,,,,158377,106807,45891,20607,20607,0,25284,0,25284,0,25284,6571,3057,12924,2732,5679,0,0,5679,,,,,,,,,,,,,,,,,,158377,106807,45891,20607,25284,0,25284,0,25284,5679,0,5679,,,,,,,,,
ACSSF,2015e1,dc,000,0024,0000015,,,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,67188,0,59905,0,59905,0,59905,13760,5919,34439,5787,10889,18,0,10871,,,,,,,,,,,,,,,,,,663006,525024,127093,67188,59905,0,59905,0,59905,10889,18,10871,,,,,,,,,
