ACSSF,2015e1,dc,000,0011,0000001,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000002,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000003,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000004,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000005,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000006,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000007,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000008,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000009,241855,120817,12939,11962,977,109,868,107878,96156,11722,4334,7388,121038,12668,12332,336,0,336,108370,95581,12789,5292,7497,71129,36592,9348,8802,546,59,487,27244,11914,15330,5032,10298,34537,8228,7396,832,41,791,26309,11919,14390,5639,8751,33.8,33.4,34.1,32.6,32.4,32.8,39.0,38.5,39.5,43.7,42.7,45.3,36.1,35.7,36.6,107953,27231,2232,24999,1675,23324,28833,2757,26076,9352,16724,19958,2677,17281,10280,7001,31931,5170,26761,20338,6423,,,,,,,,,,,,,,,,,,,,,,672228,319705,60076,57296,2780,259629,216777,42852,352523,57762,56324,1438,294761,246714,48047,107953,27231,2232,24999,28833,2757,26076,19958,2677,17281,31931,5170,26761
ACSSF,2015e1,dc,000,0011,0000010,78518,35576,6311,5694,617,0,617,29265,25150,4115,1340,2775,42942,6015,5898,117,0,117,36927,31824,5103,2485,2618,11865,5584,1459,1431,28,28,0,4125,2425,1700,764,936,6281,1307,1008,299,41,258,4974,2571,2403,1229,1174,37.5,37.0,37.8,34.6,33.0,35.4,42.4,41.6,42.7,46.9,44.8,47.4,39.3,39.2,39.4,24748,6854,586,6268,151,6117,5699,880,4819,2074,2745,4339,565,3774,2125,1649,7856,1455,6401,5153,1248,,,,,,,,,,,,,,,,,,,,,,110376,50776,9624,8665,959,41152,32772,8380,59600,8741,8195,546,50859,39482,11377,24748,6854,586,6268,5699,880,4819,4339,565,3774,7856,1455,6401
