ACSSF,2015e1,dc,000,0045,0000001,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000002,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000003,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000004,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000005,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000006,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000007,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000008,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000009,117838,116927,27208,16022,8136,18753,15993,16015,14800,911,97067,50716,14425,7142,3013,15116,11020,46351,6156,964,507,458,2200,2027,40195,6599,4619,3008,12657,13312,116855,116291,55319,8309,52663,564,116855,6904,6604,1995,4609,300,109951,109687,55319,6314,48054,264,116927,46312,46046,7410,2769,35867,266,70615,70245,47909,5540,16796,370,116855,97067,93815,1907,1345,15176,3252,1360,672228,632019,408277,125178,50369,74809,71909,146154,140015,2787,3352,21092,10337,5624,420,1080,13272,13211,1938,2582,3646,241,4804,223742,156609,73949,53327,20622,82660,65020,17640,67133,4065,42554,16250,205,4059,40209,76591,72318,40434,21433,10955,10478,11826,3265,420,2521,969,31884,30334,10104,9523,581,20230,19326,904,1550,4273,515092,118347,143766,39795,49087,82955,81142,206059,29458,31953,23337,34232,26102,60977,236715,60040,87121,15642,14289,42715,16908,72318,28849,24692,816,566,14138,3257,116855,6904,109951,672228,632019,408277,125178,50369,74809,71909,146154,21092,10337,5624,14772,13211,2582,3646,6983,223742,156609,73949,53327,20622,82660,65020,17640,67133,42554,16250,8329,40209
ACSSF,2015e1,dc,000,0045,0000010,18365,18268,2523,2475,1047,3801,3406,3185,1831,97,17914,15263,2419,2105,910,6119,3710,2651,866,0,69,137,231,429,1785,104,171,0,747,763,18268,18204,15507,912,1785,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110376,101231,63589,22019,11241,10778,18689,20038,19137,620,281,342,63,709,96,157,55,1421,198,340,248,50,585,37642,26426,10101,7820,2281,16325,12678,3647,11216,213,7485,2889,0,629,9145,17982,17245,10432,5105,3449,1656,4544,239,96,101,347,6813,6532,1468,1270,198,5064,4898,166,281,737,82963,20498,37659,6259,2124,3946,12477,25159,4377,4754,4144,1246,359,10279,40559,9953,23664,2001,777,2844,1320,17245,6168,9241,114,101,743,878,18268,335,17933,110376,101231,63589,22019,11241,10778,18689,20038,342,63,709,308,1421,340,248,833,37642,26426,10101,7820,2281,16325,12678,3647,11216,7485,2889,842,9145
