ACSSF,2016m1,dc,000,0061,0000001,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000002,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000003,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000004,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000005,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000006,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000007,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000008,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000009,376,3967,2950,1704,2209,218,151,454,2731,2383,915,183,347,459,4273,3604,3372,1271,838,413,621,3098,2948,779,207,203,556,4569,3395,3165,1228,635,399,653,2836,2785,412,310,283,316,5107,5020,5175,1870,1794,954,1079,2943,2541,672,662,523,599,376,3967,2950,1704,2209,588,2731,2383,915,661,4273,3604,3372,1271,1158,3098,2948,779,589,4569,3395,3165,1228,946,2836,2785,412,456,5107,5020,5175,1870,2214,2943,2541,672,1169
ACSSF,2016m1,dc,000,0061,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606,1238,1075,257,1037,117,545,408,244,203,815,582,426,118,264,561,539,193,177,1068,991,886,309,232,594,572,91,276,3382,3096,3276,939,1246,1625,1538,447,621
ACSSF,2016m1,dc,000,0061,0000011,4681,2499,2155,713,1800,206,203,299,1228,789,915,43,203,246,2584,1907,1488,1026,203,268,539,1524,1395,613,92,203,514,2300,1768,1431,1051,261,91,459,1106,1108,85,116,203,93,3249,3092,2978,1259,675,439,941,954,920,193,204,218,231,4681,2499,2155,713,1800,387,1228,789,915,243,2584,1907,1488,1026,609,1524,1395,613,521,2300,1768,1431,1051,513,1106,1108,85,149,3249,3092,2978,1259,1123,954,920,193,371
ACSSF,2016m1,dc,000,0061,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,1761,1011,787,737,131,1313,1277,203,198,2170,1476,1464,271,243,1421,1368,305,203,2440,1692,1620,216,322,1455,1450,203,186,3185,2829,2730,592,883,1163,1077,146,314
ACSSF,2016m1,dc,000,0061,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5221,2397,1399,1066,776,327,1926,1827,135,268,3705,3030,3085,758,104,2282,2302,203,291,2748,2352,2381,384,328,1724,1596,355,90,2253,2010,2000,478,343,881,820,138,203
ACSSF,2016m1,dc,000,0061,0000014,5137,1515,1276,723,1051,36,107,69,863,818,288,152,167,392,2035,1263,949,359,879,203,283,1312,1209,423,110,203,140,1677,1146,830,317,494,338,212,1322,1292,139,79,206,250,4790,4517,4364,886,1205,776,434,1984,1687,346,344,363,473,5137,1515,1276,723,1051,132,863,818,288,450,2035,1263,949,359,928,1312,1209,423,180,1677,1146,830,317,684,1322,1292,139,312,4790,4517,4364,886,1363,1984,1687,346,772
