ACSSF,2016e1,dc,000,0085,0000001,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000002,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000003,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000004,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000005,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000006,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000007,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000008,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000009,13509057300,6641970200,3777977000,3271766300,506210600,2863993300,2710423400,153569900,6867087100,4753284800,3522234300,1231050500,2113802300,1940742600,173059600,50567,78171,29445,17894,61870,,25664,39893,82061,35165,34445049800,21674213000,9438851100,35858800,1635595800,,952947200,707505800,20284342900,2617013200,576040,270633,144417,0,144417,229,53,1062,431,1418,440,1430,1426,2512,1955,5833,7194,5255,8311,3722,7176,11041,10230,22745,51954,126216,30698,95518,14273,8179,6779,10902,7996,2767,4716,2961,5097,989,4083,2352,1673,1647,1585,2120,3191,2790,4077,7341,305407,136613,0,136613,0,40,795,203,1950,1304,3000,1174,3129,1780,7919,6482,5847,7707,6176,7941,11560,12246,19062,38298,168794,34532,134262,16239,11058,9164,12625,11661,4782,7890,4324,6648,4046,6080,6304,5046,4060,3099,2426,4323,3458,4133,6896,42082,51020,76604,12384,37367,65774,15508
ACSSF,2016e1,dc,000,0085,0000010,2609838600,1099792600,741014400,632169300,108845100,358778200,302788100,55990100,1510046000,1133552900,676948300,456604600,376493100,294576800,81916400,81734,89656,38328,13587,56823,,91598,35843,,,8833229500,7947050300,257526200,10149300,363838200,,90681700,163983800,7551613200,495161100,92896,41622,21614,0,21614,53,0,0,0,70,114,115,0,47,140,593,333,151,258,333,175,1517,1514,3515,12686,20008,2786,17222,3642,1186,1149,494,498,143,708,86,766,265,682,296,231,215,579,292,758,664,1041,3527,51274,21191,0,21191,0,0,0,0,403,98,344,128,375,82,436,328,618,1097,415,985,1145,2033,3020,9684,30083,4968,25115,2527,2865,1393,962,1486,468,1081,648,1110,591,1103,1439,1166,828,934,562,616,943,1523,2870,65634,81627,121222,22301,50455,92351,22574
ACSSF,2016e1,dc,000,0085,0000011,,,,,,,,,,,,,,,,42577,67883,35061,30622,54192,,20131,43419,72645,25075,5571300900,2536790000,2175990900,10442200,233133100,,473397900,141546900,2368887700,755901400,108969,51933,30383,0,30383,39,0,336,127,278,68,209,1129,523,789,1482,2159,1884,2294,687,1625,2468,2407,3932,7947,21550,6067,15483,2674,1611,1037,1343,1759,195,921,202,787,0,553,560,263,684,110,319,887,530,633,415,57036,27195,0,27195,0,0,41,86,98,171,487,433,431,586,1530,1383,2171,1357,838,1173,3118,2588,3862,6842,29841,5662,24179,2525,1873,1686,1977,2682,505,2215,1302,1332,677,1368,601,777,1057,453,578,755,758,536,522,40465,42380,61290,11530,36850,63921,15950
ACSSF,2016e1,dc,000,0085,0000012,,,,,,,,,,,,,,,,49576,70558,33003,,74250,,27859,45212,72533,46493,5903250100,3414734300,2055720800,,234928500,,56497200,138076800,3123837500,419648900,101808,48882,27251,0,27251,60,0,192,169,287,138,303,131,688,189,954,1117,946,1514,363,1931,2583,2148,3913,9625,21631,5186,16445,2017,1211,959,2030,1181,675,688,793,800,145,604,640,424,81,586,831,666,361,824,929,52926,25456,0,25456,0,40,159,0,95,85,392,132,125,344,1824,706,511,1921,1184,2072,2294,1923,3993,7656,27470,5758,21712,2483,1061,1435,2490,2073,959,747,208,1587,851,764,1165,572,798,465,603,1060,703,633,1055,50233,52570,73906,15543,45104,68663,16188
ACSSF,2016e1,dc,000,0085,0000013,1303725200,550608000,416522400,327094000,89428400,134085600,117147900,16937700,753117200,684591900,434184300,250407600,68525300,65220400,3304900,23921,40237,23765,,26984,,10898,19895,,,3970988700,270592000,3572018800,,18484000,,64145300,42316400,245034800,187138700,126062,55618,19786,0,19786,0,0,31,91,635,61,661,138,895,454,1655,2291,1606,1909,1528,1745,1535,954,1697,1900,35832,11884,23948,2937,1699,1952,4688,2271,1246,1557,1182,1704,279,1420,446,274,279,222,268,337,234,222,731,70444,24704,0,24704,0,0,174,0,863,403,1355,389,1277,472,3049,2581,1331,1982,1114,1448,1747,1883,2032,2604,45740,10308,35432,4791,2925,1907,5242,3913,2203,2292,1791,1611,961,1309,1533,1209,762,417,244,478,253,713,878,22068,22906,42756,10768,21575,40800,11821
