ACSSF,2016e1,dc,000,0057,0000001,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000002,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000003,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000004,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000005,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000006,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000007,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000008,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000009,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
ACSSF,2016e1,dc,000,0057,0000010,64719,28509,10302,5744,576,2342,201,1439,11022,5923,324,846,0,3929,7185,3656,83,746,37,2663,36210,13472,5621,1043,2521,530,3757,15068,7095,492,1468,973,5040,7670,2768,357,408,815,3322,74275,1979,4199,2120,3223,20505,2741,536,3144,9075,2556,6479,8761,2793,2969,3195,2894,1067,0,715,87,1025,,,,,,,4021,2634,203,423,207,554,,,,,,,,,,,,,,,,,,,51586,24197,2176,6055,1999,17159,4378,1754,440,1049,165,970
ACSSF,2016e1,dc,000,0057,0000011,45716,21311,10613,4884,312,1269,628,3520,8886,4784,264,1324,118,2396,1812,1031,165,63,284,269,24405,12877,5530,603,1243,125,5376,9057,3734,519,1219,556,3029,2471,836,101,85,832,617,50481,2429,2442,2070,2716,11182,1641,882,2139,5420,2672,4454,4032,3033,2962,2407,15294,6222,877,2560,1353,4282,,,,,,,2418,1019,155,307,32,905,,,,,,,,,,,,,,,,,,,23856,11779,744,1595,988,8750,3219,1282,188,598,170,981
ACSSF,2016e1,dc,000,0057,0000012,51008,23793,13572,7249,317,2576,121,3309,7598,4114,198,1252,88,1946,2623,1050,31,307,308,927,27215,15594,7123,898,1482,215,5876,8845,3211,448,1216,882,3088,2776,631,287,231,650,977,57131,2776,2207,1085,3021,13587,2687,787,2416,7536,2368,5702,3802,1986,4436,2735,13494,4261,646,3148,1282,4157,,,,,,,2103,1511,139,297,0,156,,,,,,,,,,,,,,,,,,,30808,15032,1283,3060,840,10593,3188,1682,44,537,34,891
ACSSF,2016e1,dc,000,0057,0000013,17347,7591,3198,1419,164,705,92,818,3670,693,0,1380,205,1392,723,357,0,143,41,182,9756,4361,1135,267,838,421,1700,4201,1180,368,1090,520,1043,1194,180,0,229,359,426,18181,720,327,512,565,1870,1086,233,799,4425,1798,933,1096,658,967,2192,13381,3503,407,3718,1355,4398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2473,805,61,414,244,949,,,,,,
ACSSF,2016e1,dc,000,0057,0000014,94085,49794,31537,18150,435,4125,713,8114,14847,6140,413,4081,263,3950,3410,1514,375,397,241,883,44291,30205,15198,1056,3225,536,10190,10842,4590,842,1553,432,3425,3244,1335,76,140,765,928,108707,5671,4515,2180,4835,30533,4778,1440,3415,14428,3072,9167,8773,5385,6993,3522,10625,4647,695,1949,456,2878,,,,,,,8241,4080,245,2286,241,1389,,,,,,,,,,,,,2653,1305,46,127,66,1109,65499,32595,1912,8618,1997,20377,7471,4589,299,727,240,1616
ACSSF,2016e1,dc,000,0057,0000015,272875,130998,69222,37446,1804,11017,1755,17200,46023,21654,1199,8883,674,13613,15753,7608,654,1656,911,4924,141877,76509,34607,3867,9309,1827,26899,48013,19810,2669,6546,3363,15625,17355,5750,821,1093,3421,6270,308775,13575,13690,7967,14360,77677,12933,3878,11913,40884,12466,26735,26464,13855,18327,14051,55688,19700,2625,12090,4533,16740,,,,,,,17086,9314,742,3473,480,3077,,,,,,,5210,3233,141,558,0,1278,7357,3781,373,415,325,2463,174222,84408,6176,19742,6068,57828,19593,9691,1302,2974,609,5017
