ACSSF,2015m1,dc,000,0024,0000001,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000002,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000003,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000004,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000005,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000006,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000007,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000008,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000009,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000010,,,,,,,,,,,,,,,,,,,,5589,5433,4054,2890,2890,200,2680,200,2680,200,2680,1143,654,1594,557,1134,200,200,1134,,,,,,,,,,,,,,,,,,5589,5433,4054,2890,2680,200,2680,200,2680,1134,200,1134,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000011,,,,,,,,,,,,,,,,,,,,7099,7385,2594,2070,2070,200,1441,200,1441,200,1441,476,223,1158,481,521,41,200,519,,,,,,,,,,,,,,,,,,7099,7385,2594,2070,1441,200,1441,200,1441,521,41,519,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000012,,,,,,,,,,,,,,,,,,,,6441,6044,2696,2302,2302,200,1549,200,1549,200,1549,666,376,1132,426,673,200,200,673,,,,,,,,,,,,,,,,,,6441,6044,2696,2302,1549,200,1549,200,1549,673,200,673,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7771,8276,3983,2775,2378,200,2378,200,2378,547,200,547,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000014,,,,,,,,,,,,,,,,,,,,7637,6613,5216,3764,3764,200,3535,200,3535,200,3535,1463,1024,2035,1099,2512,200,200,2512,,,,,,,,,,,,,,,,,,7637,6613,5216,3764,3535,200,3535,200,3535,2512,200,2512,,,,,,,,,
ACSSF,2015m1,dc,000,0024,0000015,,,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,5688,200,4750,200,4750,200,4750,1739,1233,3373,1453,3045,41,200,3037,,,,,,,,,,,,,,,,,,1528,7553,7227,5688,4750,200,4750,200,4750,3045,41,3037,,,,,,,,,
