ACSSF,2016e1,dc,000,0161,0000001,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000002,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000003,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000004,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000005,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000006,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000007,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000008,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000009,281241,252726,217858,15952,229594,22233,168762,2372,6145,46,28515,281241,224807,390,224417,202964,21622,197661,19751,9557,360,97,6796,49638,281241,252726,214,222327,30185,28515,281241,30145,26,14724,15395,24321,0,12833,11488,27720,213,15671,11836,21506,60,16408,5038,36269,0,31639,4630,141280,91,133142,8047,641401,120168,113424,0,96043,17381,6744,445576,423517,26,377299,46192,22059,75657,57606,208,48861,8537,18051,468157,42013,31084,67,22108,8909,10929,155350,132594,137,104454,28003,22756,270794,266429,30,257902,8497,4365,528522,379490,355567,345656,128,317026,28502,9911,23923,22057,0,17740,4317,1866,149032,120017,106,97072,22839,29015,641401,594547,234,522203,469914,430278,39636,52289,72110,46854,259520,254531,30,247208,7293,4989,302558,265795,204,209283,56308,36763,,,,,,,23692,23362,0,22881,481,330,,,,,,,36759,32813,0,25788,7025,3946,16908,16462,0,15800,662,446,231560,227737,30,222959,4748,3823,71305,65216,0,54493,10723,6089,281241,252726,217858,15952,236774,34868,28515,281241,224807,390,197661,9557,3583,6796,49638
ACSSF,2016e1,dc,000,0161,0000010,45813,43159,42102,2607,39508,222,32738,279,1148,0,2654,45813,41593,0,41593,38941,1785,38871,2375,1349,89,0,782,3438,45813,43159,0,41511,1648,2654,45813,2138,0,1498,640,2437,0,2024,413,2484,0,1429,1055,2561,0,1839,722,4479,0,4325,154,31714,0,30478,1236,98954,17432,17432,0,16950,482,0,63403,63059,0,61052,2007,344,18119,15595,0,15022,573,2524,73322,1867,1541,0,942,599,326,7086,5997,0,5550,447,1089,64369,62916,0,61800,1116,1453,82718,61158,58856,58339,0,56563,1776,517,2302,2302,0,2085,217,0,21560,19209,0,18622,587,2351,98954,96086,0,93024,89241,84214,5027,3783,3062,2868,82110,79657,0,77588,2069,2453,5476,5218,0,4818,400,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72928,70693,0,69771,922,2235,,,,,,,45813,43159,42102,2607,40552,1057,2654,45813,41593,0,38871,1349,177,782,3438
