ACSSF,2016e1,dc,000,0024,0000001,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000002,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000003,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000004,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000005,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000006,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000007,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000008,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000009,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000010,,,,,,,,,,,,,,,,,,,,106907,81145,23851,10695,10695,0,13156,0,13156,0,13156,3818,2871,4462,2005,1911,171,0,1740,,,,,,,,,,,,,,,,,,106907,81145,23851,10695,13156,0,13156,0,13156,1911,171,1740,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000011,,,,,,,,,,,,,,,,,,,,129427,109698,18400,11915,11915,0,6485,0,6485,0,6485,1207,343,4062,873,1329,99,95,1135,,,,,,,,,,,,,,,,,,129427,109698,18400,11915,6485,0,6485,0,6485,1329,99,1230,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000012,,,,,,,,,,,,,,,,,,,,116803,97933,17489,8928,8928,0,8561,0,8561,0,8561,1148,802,5461,1150,1381,0,0,1381,,,,,,,,,,,,,,,,,,116803,97933,17489,8928,8561,0,8561,0,8561,1381,0,1381,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162927,140805,21322,12892,8430,0,8430,0,8430,800,0,800,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000014,,,,,,,,,,,,,,,,,,,,155958,108966,41258,19736,19736,0,21522,0,21522,0,21522,5637,2393,11435,2057,5734,81,0,5653,,,,,,,,,,,,,,,,,,155958,108966,41258,19736,21522,0,21522,0,21522,5734,81,5653,,,,,,,,,
ACSSF,2016e1,dc,000,0024,0000015,,,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,64166,0,58154,0,58154,0,58154,12477,6797,32351,6529,11155,351,136,10668,,,,,,,,,,,,,,,,,,672022,538547,122320,64166,58154,0,58154,0,58154,11155,351,10804,,,,,,,,,
