ACSSF,2016m1,dc,000,0091,0000001,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000002,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000003,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000004,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000005,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000006,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000007,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000008,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000009,333,273,1314,203,1314,129,203,264,93,241,192,533,577,402,576,878,711,565,573,381,218,394,892,946,1302,1359,1057,1114,323,307,352,446,469,203,577,203,335,203,188,203,94,238,121,234,156,237,235,155,311,1415,203,1415,203,203,157,59,409,298,380,272,728,133,652,617,551,405,364,258,375,587,521,887,1508,1167,1372,524,294,333,482,698,317,460,282,447,221,366,290,203,60,215,145,444,72,207,199,1289,2211,4700,842,3215,2547,2531,3763,2074,3000,4860,4345,3839,3174,3229,4936,4451,1793,2397,4441,2225,10036,30648,15831,8488,1663,1390,.,5483,6413,16395,6654,11778,22237,8402,.,.,.,.,.,.,.,2160,1931,1118,6335,4412,6109,3921,15822,13033,20058,2286,21343,13210,4343,1695,3839,4457,4411,2272,4494,3694,2275,7823,5614,6530,2851,10032,3653
ACSSF,2016m1,dc,000,0091,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8325,10983,25377,5044,8147,7715,3059,7847,9846,28298,4022,10554,10381,1859,12900,34221,77323,16225,10766,15178,22034,5169,.,.,.,.,.,.,14842,17865,16721,35638,12859,44470,24744,.,.,.,.,.,.,.,,,,,,,,,,,,,,,9683,12105,23601,5632,12680,9736,2397,29346,29673,25936,16171,28407,23084,10852
