ACSSF,2015e1,dc,000,0018,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41724,25179,53738,60200,37810,,,,,,638027,110500,48019,479508,236192,56716,29724,149752,297940,38765,12881,246294,12197,1244,282,10671,91698,13775,5132,72791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65467,52190,67906,60649,61721,,,,,,101444,9387,2480,89577,17155,780,170,16205,61259,6537,1607,53115,3180,244,50,2886,19850,1826,653,17371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37421,29888,51296,70557,26867,,,,,,120476,14921,7159,98396,40473,4825,3328,32320,48479,4680,1525,42274,2094,150,158,1786,29430,5266,2148,22016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0018,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42991,23777,52468,66038,33341,,,,,,109109,13365,6609,89135,41525,6761,3732,31032,56295,5452,2152,48691,1452,0,28,1424,9837,1152,697,7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
