ACSSF,2015e1,dc,000,0116,0000001,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000002,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000003,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000004,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000005,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000006,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000007,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000008,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000009,361179,195,9342,5025,1932,18086,9754,14995,22532,83089,70276,35208,31896,58849,223262,195,2473,2370,510,930,2276,12206,13404,62528,50383,8844,20697,46446,56545,0,113,420,0,1607,159,307,2022,9556,11285,20506,6213,4357,61396,0,579,1562,1033,14406,2965,2263,5764,9596,7075,5037,3753,7363,7533,0,5534,0,72,29,256,57,188,212,386,114,428,257,12443,0,643,673,317,1114,4098,162,1154,1197,1147,707,805,426
ACSSF,2015e1,dc,000,0116,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0116,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0116,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0116,0000013,59152,0,2400,317,453,5526,2353,1017,3008,9238,14029,8222,3151,9438,17027,0,401,97,0,0,448,245,1196,2330,5604,880,875,4951,20032,0,113,54,0,947,80,195,641,4266,5595,5509,1118,1514,15001,0,121,108,173,4106,654,482,589,2135,1998,1445,571,2619,2393,0,1521,0,0,29,55,57,157,135,0,114,134,191,4699,0,244,58,280,444,1116,38,425,372,832,274,453,163
ACSSF,2015e1,dc,000,0116,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
