ACSSF,2016m1,dc,000,0028,0000001,7969,9159,5263,11219,7106,8825,4475,9819,6155,2424,1565,5022,193,193,193,193,5707,1970,1299,4762,,,,,,,,,,,,,,,,,,,,,7602,8788,11346,7274,8025,10858,6045,2564,5699,193,193,193,5695,2936,4650,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000006,7969,9159,5263,11219,7106,8825,4475,9819,6155,2424,1565,5022,193,193,193,193,5707,1970,1299,4762,,,,,,,,,,,,,,,,,,,,,7602,8788,11346,7274,8025,10858,6045,2564,5699,193,193,193,5695,2936,4650,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000007,7969,9159,5263,11219,7106,8825,4475,9819,6155,2424,1565,5022,193,193,193,193,5707,1970,1299,4762,,,,,,,,,,,,,,,,,,,,,7602,8788,11346,7274,8025,10858,6045,2564,5699,193,193,193,5695,2936,4650,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000008,7969,9159,5263,11219,7106,8825,4475,9819,6155,2424,1565,5022,193,193,193,193,5707,1970,1299,4762,,,,,,,,,,,,,,,,,,,,,7602,8788,11346,7274,8025,10858,6045,2564,5699,193,193,193,5695,2936,4650,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016m1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
