ACSSF,2015e1,dc,000,0028,0000001,633094,104303,46296,482495,512932,82586,40493,389853,61487,14618,4341,42528,0,0,0,0,58675,7099,1462,50114,,,,,,,,,,,,,,,,,,,,,628143,276411,351732,509770,241055,268715,59904,15271,44633,0,0,0,58469,20085,38384,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000006,633094,104303,46296,482495,512932,82586,40493,389853,61487,14618,4341,42528,0,0,0,0,58675,7099,1462,50114,,,,,,,,,,,,,,,,,,,,,628143,276411,351732,509770,241055,268715,59904,15271,44633,0,0,0,58469,20085,38384,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000007,633094,104303,46296,482495,512932,82586,40493,389853,61487,14618,4341,42528,0,0,0,0,58675,7099,1462,50114,,,,,,,,,,,,,,,,,,,,,628143,276411,351732,509770,241055,268715,59904,15271,44633,0,0,0,58469,20085,38384,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000008,633094,104303,46296,482495,512932,82586,40493,389853,61487,14618,4341,42528,0,0,0,0,58675,7099,1462,50114,,,,,,,,,,,,,,,,,,,,,628143,276411,351732,509770,241055,268715,59904,15271,44633,0,0,0,58469,20085,38384,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
