ACSSF,2016m1,dc,000,0024,0000001,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000002,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000003,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000004,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000005,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000006,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000007,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000008,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000009,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000010,,,,,,,,,,,,,,,,,,,,5972,4952,3409,2150,2150,203,2489,203,2489,203,2489,1256,1225,1339,832,920,203,203,959,,,,,,,,,,,,,,,,,,5972,4952,3409,2150,2489,203,2489,203,2489,920,203,959,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000011,,,,,,,,,,,,,,,,,,,,7450,7330,3776,3013,3013,203,1675,203,1675,203,1675,532,263,1418,461,553,162,158,506,,,,,,,,,,,,,,,,,,7450,7330,3776,3013,1675,203,1675,203,1675,553,162,524,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000012,,,,,,,,,,,,,,,,,,,,6069,5667,2519,1873,1873,203,1537,203,1537,203,1537,455,422,1376,513,764,203,203,764,,,,,,,,,,,,,,,,,,6069,5667,2519,1873,1537,203,1537,203,1537,764,203,764,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8252,7902,3875,2942,2238,203,2238,203,2238,542,203,542,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000014,,,,,,,,,,,,,,,,,,,,8009,7126,3726,2891,2891,203,2658,203,2658,203,2658,1247,844,2179,668,1333,139,203,1316,,,,,,,,,,,,,,,,,,8009,7126,3726,2891,2658,203,2658,203,2658,1333,139,1316,,,,,,,,,
ACSSF,2016m1,dc,000,0024,0000015,,,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,6120,203,4335,203,4335,203,4335,2077,1567,3548,1362,1804,287,171,1773,,,,,,,,,,,,,,,,,,1765,7335,7010,6120,4335,203,4335,203,4335,1804,287,1794,,,,,,,,,
