ACSSF,2015m1,dc,000,0159,0000001,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000002,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000003,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000004,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000005,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000006,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000007,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000008,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000009,927,1412,3419,3047,1972,2638,1652,3850,3577,2522,3080,1258,3727,3420,3036,2348,1002,4754,5029,4858,1866,1313,900,1848,1733,1191,1662,611,1552,1552,1272,1545,200,1470,1465,1064,1427,69,1438,1461,1444,1445,154,666,5793,6090,7971,7288,2851,5653,3942,3748,3351,2042,794,5214,4357,4220,1937,2530,666,7388,11644,11472,10986,8612,7225,2973,1142,1049,990,701,274,10615,6025,5556,5234,3985,3218,1246,1102,1103,862,653,95,10308,9974,9490,5669,7791,1699,1657,1504,1179,1001,537,7302,4559,5048,5063,4557,2891,1001,2838,2851,2565,927,772,5094,4964,4653,1812,1086,2331,1588,2107,2172,708,2273,2128,785,1676,2368,2299,434,2386,2347,357,2331,1588,2107,2057,964,2273,1820,1526,1676,2368,2263,796,2386,2163,1186,789,8735,3649,3921,1658,5669,3937,4129,1873,1792,540,5651,2355,2037,1120,3842,2701,2314,921,912,119,8307,2845,1909,2168,6323,3232,5580,2020,1778,711,9335,3173,1187,2879,6667,2313,6177,2082,2116,805
ACSSF,2015m1,dc,000,0159,0000010,3595,3644,193,203,202,101,153,623,414,398,302,442,1087,993,958,454,334,3648,3622,3705,474,365,1252,390,390,233,390,200,391,391,216,364,200,491,491,360,479,200,1277,1277,1367,1282,200,5634,4795,4856,5144,1596,823,2938,1684,1684,1580,651,153,2308,2306,2326,581,207,5634,5968,5731,5514,5474,5527,1649,539,633,583,583,452,142,2346,1239,1140,1140,969,722,200,164,164,164,200,200,2028,1979,1969,1928,298,322,189,81,81,200,139,4347,2119,1988,2008,1937,1035,412,1384,1391,1391,202,249,3204,3162,3151,418,373,2466,2379,2303,2304,33,575,554,110,1590,1584,1398,336,874,874,200,2466,2379,2303,2258,175,575,554,110,1590,1584,1386,330,874,874,200,5720,3364,817,78,809,3112,300,3102,548,548,200,942,188,200,188,834,296,775,233,233,200,2566,1047,439,934,1730,517,1566,634,637,142,5545,2411,184,2394,3778,475,3748,1289,1271,555
