ACSSF,2016m1,dc,000,0109,0000001,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000002,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000003,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000004,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000005,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000006,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000007,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000008,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000009,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
ACSSF,2016m1,dc,000,0109,0000010,7835,7152,10651,54223,53590,27636,18616,21011,74169,50757,14100,33727,46934,44640,6801,40626,36716,.,13440,.,242826,16040,.,8187,.,71262,17146,31738,50108,101554,.,101554,.,53179,.,.,.,10171,12274,9504,8482,25357,18632,19619,.,17921,10629,18955,48801,21394,27657,24608,29073,.,7951,.,117997,77333,.,30426,11388,7831,15598,44477,15526,1964,.,.,20546,96161,96161,.,.
ACSSF,2016m1,dc,000,0109,0000011,5377,6128,7056,10929,17616,17815,14955,44303,73044,11205,10496,25656,54791,13929,10638,15409,36762,.,2421,.,92234,47728,.,2336,7667,19318,5088,11605,7558,1195,.,1351,50275,7068,32012,5840,28025,6781,3373,6119,14293,8539,27168,54963,.,45877,6843,23735,42956,17403,23494,44507,31286,165316,5506,12205,58153,58153,.,4116,3954,3218,6451,12779,10586,165374,.,.,.,23952,23978,.,.
ACSSF,2016m1,dc,000,0109,0000012,2445,4896,1778,10336,7625,8521,11255,12310,13156,49980,15439,19522,36759,10042,19479,22333,68517,.,8385,.,11561,14057,.,14011,30421,87611,6093,5878,10970,34291,.,14602,16289,19121,32678,12821,18120,4906,7438,9085,9133,20818,18531,22538,86083,56597,9358,9632,29894,6651,22297,30728,33546,10140,1519,26783,43984,37152,93736,2568,1447,22528,6284,18499,5060,.,.,.,.,16148,.,10501,.
ACSSF,2016m1,dc,000,0109,0000013,1423,5682,5311,6745,12747,12134,23422,14749,95562,.,11563,16032,61683,56071,51119,794768,794768,.,2871,3677,29001,21324,19410,25542,1530,48883,7421,8673,15524,19023,.,14286,14355,5823,48996,10827,17566,1595,9559,10865,14423,18630,20207,16379,.,.,19270,17701,8269,14874,37179,26541,48398,14597,4897,4065,13308,16155,6068,5580,12148,6656,7353,3514,5222,.,.,.,.,2878,.,2986,.
ACSSF,2016m1,dc,000,0109,0000014,3876,5278,7698,12265,8827,4346,9584,12682,16548,13939,10930,53600,12712,33450,17995,163727,98549,.,5676,.,45395,128719,94348,2973,40735,.,5626,20943,42968,39550,.,60095,44437,32713,.,44459,10668,6398,3500,4938,11793,7588,13997,20335,9121,31854,11432,13693,26972,13097,8631,24210,35209,12055,5722,15834,40379,.,39477,5435,14610,17255,10952,20621,18869,33799,.,.,33799,6600,10523,.,937
ACSSF,2016m1,dc,000,0109,0000015,1579,3866,5816,6294,6690,4241,3177,5213,7431,14025,3852,19744,13597,7574,13360,21018,31736,48350,4319,290,6290,19859,75630,4061,6086,22448,4267,16565,5254,1681,.,1783,22589,3364,13827,4379,12504,1368,3073,6047,8037,3774,9996,17488,10677,15870,2675,5753,12377,4920,5148,6365,14922,2309,2885,2238,8031,8848,55293,2587,2802,5223,1236,2973,1612,21136,952,.,23437,2217,7094,1822,1721
