ACSSF,2015e1,dc,000,0044,0000001,839206,424211,350625,73586,48832,14671,5391,1902,2790,319153,85078,1931,206105,25913,126,2665,1395,15965,48442,5846,21529,817677,14813,12520,28395,42615,59335,76187,104729,119973,113522,131402,33177,11039,34872,35098,817677,5645,16004,30177,49269,71421,44485,130036,39890,59794,148300,156899,65757,839206,829317,96967,264196,293796,174358,350024,5375,95467,149961,99221,73186,2781,20111,28550,21744,316785,60311,110657,97877,47940,69253,25845,27417,11749,4242,20069,2655,10544,5659,1211,839206,424211,350625,73586,48832,14671,10083,319153,48442,25871,21529
ACSSF,2015e1,dc,000,0044,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000006,839206,424211,350625,73586,48832,14671,5391,1902,2790,319153,85078,1931,206105,25913,126,2665,1395,15965,48442,5846,21529,817677,14813,12520,28395,42615,59335,76187,104729,119973,113522,131402,33177,11039,34872,35098,817677,5645,16004,30177,49269,71421,44485,130036,39890,59794,148300,156899,65757,839206,829317,96967,264196,293796,174358,350024,5375,95467,149961,99221,73186,2781,20111,28550,21744,316785,60311,110657,97877,47940,69253,25845,27417,11749,4242,20069,2655,10544,5659,1211,839206,424211,350625,73586,48832,14671,10083,319153,48442,25871,21529
ACSSF,2015e1,dc,000,0044,0000007,839206,424211,350625,73586,48832,14671,5391,1902,2790,319153,85078,1931,206105,25913,126,2665,1395,15965,48442,5846,21529,817677,14813,12520,28395,42615,59335,76187,104729,119973,113522,131402,33177,11039,34872,35098,817677,5645,16004,30177,49269,71421,44485,130036,39890,59794,148300,156899,65757,839206,829317,96967,264196,293796,174358,350024,5375,95467,149961,99221,73186,2781,20111,28550,21744,316785,60311,110657,97877,47940,69253,25845,27417,11749,4242,20069,2655,10544,5659,1211,839206,424211,350625,73586,48832,14671,10083,319153,48442,25871,21529
ACSSF,2015e1,dc,000,0044,0000008,839206,424211,350625,73586,48832,14671,5391,1902,2790,319153,85078,1931,206105,25913,126,2665,1395,15965,48442,5846,21529,817677,14813,12520,28395,42615,59335,76187,104729,119973,113522,131402,33177,11039,34872,35098,817677,5645,16004,30177,49269,71421,44485,130036,39890,59794,148300,156899,65757,839206,829317,96967,264196,293796,174358,350024,5375,95467,149961,99221,73186,2781,20111,28550,21744,316785,60311,110657,97877,47940,69253,25845,27417,11749,4242,20069,2655,10544,5659,1211,839206,424211,350625,73586,48832,14671,10083,319153,48442,25871,21529
ACSSF,2015e1,dc,000,0044,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0044,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
