ACSSF,2015e1,dc,000,0008,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
ACSSF,2015e1,dc,000,0008,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38041,801,394,551,392,226,1292,9143,663,2377,1143,12252,585,543,10983,4237,671,588,2858,419,2570,388,2970,246,45,1655,585,536,972,0
ACSSF,2015e1,dc,000,0008,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18859,489,335,485,348,166,224,1899,1079,795,360,5232,207,227,4692,2635,233,552,1350,86,693,475,497,234,859,622,270,286,353,695
ACSSF,2015e1,dc,000,0008,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23748,1306,183,416,131,405,874,5905,514,1222,466,6366,155,192,6091,2537,227,676,1681,103,877,741,1122,118,428,960,280,377,759,517
ACSSF,2015e1,dc,000,0008,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015e1,dc,000,0008,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39199,1280,557,819,727,293,1092,7486,1055,3265,316,11944,585,737,10096,7245,414,1085,3225,358,2131,487,1898,688,655,1436,124,681,997,465
ACSSF,2015e1,dc,000,0008,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128377,5542,1583,2271,1598,1090,3630,25178,3311,7795,2357,37174,1532,1736,32853,16723,1545,2941,9114,966,6353,2205,7227,1315,2456,4739,1259,1908,3081,2087
