ACSSF,2016e1,dc,000,0117,0000001,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000002,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000003,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000004,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000005,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000006,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000007,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000008,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000009,364797,528,9659,4429,2026,16955,13119,12562,24139,83348,67446,37492,34800,58294,223826,144,2034,2991,722,2587,2881,9146,13040,62629,47679,9687,23962,46324,57472,0,172,101,75,1168,539,219,1138,11020,12251,21804,5414,3571,57309,43,399,622,851,11318,3046,2778,8388,7965,6425,4589,3827,7058,11072,341,6698,236,0,71,781,0,743,1074,329,244,299,256,15118,0,356,479,378,1811,5872,419,830,660,762,1168,1298,1085
ACSSF,2016e1,dc,000,0117,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
