ACSSF,2016e1,dc,000,0162,0000001,7388,4585,1121,794,393,99.7,88.1,84.8,91.2,,,,,,,,,90.2,9.8,3.5,0.0,1.3,0.3,0.2,0.4,3.2,1.0,89.7,10.3,0.3,0.0,0.0,0.0,0.2,2.5,2.9,4.4,12.7,6.0
ACSSF,2016e1,dc,000,0162,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000006,7388,4585,,,,,,,,,,,,,,,,90.2,9.8,3.5,0.0,1.3,0.3,0.2,0.4,3.2,1.0,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0162,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
