ACSSF,2016e1,dc,000,0150,0000001,39769
ACSSF,2016e1,dc,000,0150,0000002,39769
ACSSF,2016e1,dc,000,0150,0000003,39769
ACSSF,2016e1,dc,000,0150,0000004,39769
ACSSF,2016e1,dc,000,0150,0000005,39769
ACSSF,2016e1,dc,000,0150,0000006,39769
ACSSF,2016e1,dc,000,0150,0000007,39769
ACSSF,2016e1,dc,000,0150,0000008,39769
ACSSF,2016e1,dc,000,0150,0000009,39769
ACSSF,2016e1,dc,000,0150,0000010,9119
ACSSF,2016e1,dc,000,0150,0000011,4182
ACSSF,2016e1,dc,000,0150,0000012,8069
ACSSF,2016e1,dc,000,0150,0000013,4740
ACSSF,2016e1,dc,000,0150,0000014,13659
ACSSF,2016e1,dc,000,0150,0000015,39769
