ACSSF,2016e1,dc,000,0109,0000001,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000002,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000003,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000004,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000005,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000006,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000007,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000008,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000009,55969,62558,89591,90258,95318,81129,92175,92719,100375,81647,81250,77457,121841,51738,70797,73493,75989,56474,28750,26306,47443,32189,63678,26609,30346,24360,40805,50022,38770,30760,.,29858,51936,30496,32447,30653,25079,50547,70204,75621,80004,71752,74098,82165,80864,64677,61709,57314,101319,47369,63725,66840,74185,42215,25181,29471,41273,40904,67837,20182,25969,21803,36491,20805,41476,8821,6276,.,20507,27341,34385,26975,26333
ACSSF,2016e1,dc,000,0109,0000010,73049,90729,99164,106054,132271,100900,100474,97048,101879,92123,84253,80223,170092,42205,61158,90067,76932,.,21366,.,150288,9500,.,23694,2499,16936,63906,74115,33763,29776,.,29776,.,65600,.,.,.,62142,73954,92147,96853,87968,66232,90502,.,57018,62630,68313,124055,42315,45125,64250,62550,.,16669,.,43925,4561,.,4523,22225,12331,40238,45157,37070,6510,.,.,9260,91985,91985,.,.
ACSSF,2016e1,dc,000,0109,0000011,50386,51044,81769,82622,85058,82543,65298,62478,87195,61353,93332,81766,94838,57190,100665,60983,61698,.,24664,.,82226,43650,.,24641,20480,23303,36888,33478,41047,30662,.,30434,44650,31761,32065,31109,40052,48624,71412,70908,74257,66552,66655,67214,.,54253,71355,69737,100278,70491,69385,77460,89755,19935,23413,26145,65703,65703,.,17483,26834,21779,40605,23871,46605,41719,.,.,.,24256,35382,.,.
