ACSSF,2015m1,dc,000,0044,0000001,12936,10008,9708,4271,3844,1913,1487,735,732,8187,5180,835,6829,2183,160,921,540,1980,4121,1259,2463,12531,2238,1618,2873,3247,4511,4352,4760,5556,4962,6112,3405,1530,3093,3389,12531,1448,1802,2921,4070,4374,3506,5474,3069,3857,4963,6771,4410,12936,12954,5504,7510,9498,6615,9727,1315,4768,6136,5474,4266,1049,2241,3067,2446,8253,4545,5289,4655,3658,4755,3369,2963,1857,1117,2361,844,1601,1375,665,12936,10008,9708,4271,3844,1913,2085,8187,4121,2488,2463
ACSSF,2015m1,dc,000,0044,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000006,12936,10008,9708,4271,3844,1913,1487,735,732,8187,5180,835,6829,2183,160,921,540,1980,4121,1259,2463,12531,2238,1618,2873,3247,4511,4352,4760,5556,4962,6112,3405,1530,3093,3389,12531,1448,1802,2921,4070,4374,3506,5474,3069,3857,4963,6771,4410,12936,12954,5504,7510,9498,6615,9727,1315,4768,6136,5474,4266,1049,2241,3067,2446,8253,4545,5289,4655,3658,4755,3369,2963,1857,1117,2361,844,1601,1375,665,12936,10008,9708,4271,3844,1913,2085,8187,4121,2488,2463
ACSSF,2015m1,dc,000,0044,0000007,12936,10008,9708,4271,3844,1913,1487,735,732,8187,5180,835,6829,2183,160,921,540,1980,4121,1259,2463,12531,2238,1618,2873,3247,4511,4352,4760,5556,4962,6112,3405,1530,3093,3389,12531,1448,1802,2921,4070,4374,3506,5474,3069,3857,4963,6771,4410,12936,12954,5504,7510,9498,6615,9727,1315,4768,6136,5474,4266,1049,2241,3067,2446,8253,4545,5289,4655,3658,4755,3369,2963,1857,1117,2361,844,1601,1375,665,12936,10008,9708,4271,3844,1913,2085,8187,4121,2488,2463
ACSSF,2015m1,dc,000,0044,0000008,12936,10008,9708,4271,3844,1913,1487,735,732,8187,5180,835,6829,2183,160,921,540,1980,4121,1259,2463,12531,2238,1618,2873,3247,4511,4352,4760,5556,4962,6112,3405,1530,3093,3389,12531,1448,1802,2921,4070,4374,3506,5474,3069,3857,4963,6771,4410,12936,12954,5504,7510,9498,6615,9727,1315,4768,6136,5474,4266,1049,2241,3067,2446,8253,4545,5289,4655,3658,4755,3369,2963,1857,1117,2361,844,1601,1375,665,12936,10008,9708,4271,3844,1913,2085,8187,4121,2488,2463
ACSSF,2015m1,dc,000,0044,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0044,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
