ACSSF,2015e1,dc,000,0149,0000001,40209
ACSSF,2015e1,dc,000,0149,0000002,40209
ACSSF,2015e1,dc,000,0149,0000003,40209
ACSSF,2015e1,dc,000,0149,0000004,40209
ACSSF,2015e1,dc,000,0149,0000005,40209
ACSSF,2015e1,dc,000,0149,0000006,40209
ACSSF,2015e1,dc,000,0149,0000007,40209
ACSSF,2015e1,dc,000,0149,0000008,40209
ACSSF,2015e1,dc,000,0149,0000009,40209
ACSSF,2015e1,dc,000,0149,0000010,9145
ACSSF,2015e1,dc,000,0149,0000011,3984
ACSSF,2015e1,dc,000,0149,0000012,7652
ACSSF,2015e1,dc,000,0149,0000013,5102
ACSSF,2015e1,dc,000,0149,0000014,14326
ACSSF,2015e1,dc,000,0149,0000015,40209
