ACSSF,2015e1,dc,000,0071,0000001,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000002,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000003,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000004,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000005,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000006,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000007,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000008,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000009,125178,23471,3998,2347,243,414,1690,1651,19473,1938,1203,77,248,878,735,17535,14429,1251,4075,9103,3106,2902,1092,661,132,205,324,431,1810,336,176,0,0,176,160,1474,1195,148,565,482,279,5177,1768,1028,52,467,509,740,3409,386,301,0,70,231,85,3023,2107,0,652,1455,916,93628,64999,26082,9417,4678,11987,38917,28629,8174,3744,506,108,3130,4430,20455,9846,2237,1153,6456,10609,125178,17494,2534,1278,765,491,0,14960,1774,827,775,72,100,13186,3525,6519,2738,404,107684,69323,42739,23004,3233,347,38361,9060,5367,3465,228,0,29301,16948,11500,853,0,125178,23471,3998,19473,1938,17535,2902,1092,1810,336,1474,5177,1768,3409,386,3023,93628,64999,28629,8174,20455,125178,17494,2534,1278,1256,14960,1774,827,947,13186,3525,9661,107684,69323,42739,26584,38361,9060,5367,3693,29301,16948,12353
ACSSF,2015e1,dc,000,0071,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
