ACSSF,2016m1,dc,000,0006,0000001,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000002,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000003,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000004,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000005,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000006,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000007,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000008,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000009,0,0,0,2988,1279,1225,1655,3935,392,2230,2496,324,638,4397,203,2141,748,551,625,1095,436,300,1093,467,616,357,1630,1711,163,203,987,0,0,552,2121,398,1216,68,1466,1936,479,1862,0,3555,1608,366,322,203,4140,1236,829,929,0,0,0,0,0,0,2988,1279,1225,1655,3935,2141,1630,0,0,552,2121,398,1216,68,1466,1936,479,1862,0
ACSSF,2016m1,dc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6051,5620,2494,6051,5620,2494,862,577,683,203,1702,1193,1591,6051,5620,4515,2455,355,1194,203,282,1285,99,1281,2494
