ACSSF,2009e1,dc,000,0154,0000001,35358
ACSSF,2009e1,dc,000,0154,0000002,35358
ACSSF,2009e1,dc,000,0154,0000003,35358
ACSSF,2009e1,dc,000,0154,0000004,35358
ACSSF,2009e1,dc,000,0154,0000005,35358
ACSSF,2009e1,dc,000,0154,0000006,35358
ACSSF,2009e1,dc,000,0154,0000007,35358
ACSSF,2009e1,dc,000,0154,0000008,35358
ACSSF,2009e1,dc,000,0154,0000009,35358
ACSSF,2009e1,dc,000,0154,0000010,11761
ACSSF,2009e1,dc,000,0154,0000011,1689
ACSSF,2009e1,dc,000,0154,0000012,6576
ACSSF,2009e1,dc,000,0154,0000013,3134
ACSSF,2009e1,dc,000,0154,0000014,12198
ACSSF,2009e1,dc,000,0154,0000015,35358
