ACSSF,2009e1,dc,000,0052,0000001,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000002,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000003,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000004,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000005,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000006,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000007,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000008,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000009,176238,41423,118,16167,25138,134815,24897,67951,41967,176238,7915,3969,31,1815,2123,3946,398,2691,857,168323,37454,87,14352,23015,130869,24499,65260,41110,74047,3400,3153,247,70647,19629,51018,86328,3615,531,3084,82713,13043,69670,.,.,.,.,.,.,.,6666,166,55,111,6500,2261,4239,.,.,.,.,.,.,.,4721,612,108,504,4109,1785,2324,3492,122,122,0,3370,531,2839,65265,3002,2755,247,62263,17425,44838,14503,880,506,374,13623,4204,9419,161893,7915,3969,3946,416,3530,153978,36808,117170,8740,108430,176238,7915,3969,2742,1227,3946,3504,442,168323,37454,29011,8443,130869,118076,12793,163284,7915,3969,127,205,3637,3946,1808,1308,830,155369,37118,2403,4057,30658,118251,27729,17647,72875,173170,7884,3938,2298,1640,3946,2384,1562,165286,37454,30793,6661,127832,91524,36308,176238,7915,3969,139,244,492,888,2206,3946,821,1957,761,160,247,168323,37454,2521,5685,6296,8771,14181,130869,21184,22420,33721,28301,25243,161893,7915,3969,3946,153978,36808,117170
ACSSF,2009e1,dc,000,0052,0000010,30899,8965,0,2484,6481,21934,6332,10885,4717,30899,1512,1409,0,186,1223,103,0,25,78,29387,7556,0,2298,5258,21831,6332,10860,4639,26490,1434,1356,78,25056,6720,18336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24849,1371,1293,78,23478,6342,17136,.,.,.,.,.,.,.,25272,1512,1409,103,0,103,23760,7556,16204,1566,14638,30899,1512,1409,1101,308,103,78,25,29387,7556,6225,1331,21831,19639,2192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30310,1512,1409,686,723,103,103,0,28798,7556,5520,2036,21242,13241,8001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25272,1512,1409,103,23760,7556,16204
