ACSSF,2009e1,dc,000,0012,0000001,7383,3689
ACSSF,2009e1,dc,000,0012,0000002,7383,3689
ACSSF,2009e1,dc,000,0012,0000003,7383,3689
ACSSF,2009e1,dc,000,0012,0000004,7383,3689
ACSSF,2009e1,dc,000,0012,0000005,7383,3689
ACSSF,2009e1,dc,000,0012,0000006,7383,3689
ACSSF,2009e1,dc,000,0012,0000007,7383,3689
ACSSF,2009e1,dc,000,0012,0000008,7383,3689
ACSSF,2009e1,dc,000,0012,0000009,7383,3689
ACSSF,2009e1,dc,000,0012,0000010,1372,652
ACSSF,2009e1,dc,000,0012,0000011,1292,626
ACSSF,2009e1,dc,000,0012,0000012,1650,797
ACSSF,2009e1,dc,000,0012,0000013,1527,737
ACSSF,2009e1,dc,000,0012,0000014,1542,877
ACSSF,2009e1,dc,000,0012,0000015,7383,3689
