ACSSF,2009e1,dc,000,0058,0000001,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000002,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000003,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000004,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000005,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000006,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000007,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000008,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000009,413396,4559,132,75,278,1023,1115,844,1377,3295,3285,3681,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,6236,11185,4900,8082,52000,8724,4580,8444,22141,11992,17701,17534,11089,10009,5765,200382,95415,46796,26180,1409,5781,1339,12087,36592,17857,1205,5616,1193,10721,12027,5881,850,872,685,3739,104967,52405,27122,1807,4690,2163,16623,39424,15511,2012,4070,3127,14704,13138,3156,1161,1112,3485,4224,225438,6774,12715,5530,9344,57282,8938,5355,9519,23567,12651,21588,21907,12809,10879,6580,413396,4559,3467,4672,6966,7919,8683,10719,6332,71520,11314,16668,49467,10728,84646,64982,34211,16543,200382,95707,8444,22141,11992,62098,137442,67432,4555,12597,5453,47405,45315,19411,2718,7403,5654,10129,.,.,.,.,.,.,10522,5999,1052,1032,216,2223,.,.,.,.,.,.,2472,701,0,490,438,843,2966,1255,119,163,231,1198,129340,63285,4319,11413,5183,45140,11434,5122,290,2335,708,2979
ACSSF,2009e1,dc,000,0058,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60172,1514,2556,1928,2462,14540,2777,1340,2232,4949,3039,7433,7315,3481,3157,1449,60172,27601,8257,4657,0,869,186,2545,13016,6882,367,1305,220,4242,6328,3517,449,252,190,1920,32571,12089,5087,720,723,441,5118,14521,5390,473,933,1053,6672,5961,1584,223,867,949,2338,67177,1734,3283,2179,2743,15642,2777,1392,2408,5552,3249,8332,9111,3797,3354,1624,73394,57,380,315,418,173,193,428,137,2942,360,1534,5292,993,20314,19510,13717,6631,60172,27117,2232,4949,3039,22835,53887,23687,1531,4293,2833,21543,2393,1453,74,322,206,338,.,.,.,.,.,.,2601,1547,508,175,0,371,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51333,22344,1374,3969,2622,21024,.,.,.,.,.,.
