ACSSF,2009e1,dc,000,0114,0000001,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000002,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000003,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000004,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000005,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000006,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000007,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000008,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000009,110717,67476,27145,16687,1733,2094,982,702,76,11100,10458,6380,4078,1866,2212,40331,3246,2045,1201,638,310,245,83,4730,1805,2535,390,3860,3836,24,8616,6030,311,2275,8221,1506,4260,3610,459,191,707,1748,6008,1171,762,4075,5012,3600,1168,1161,516,755,1412,16738,2718,1933,0,785,3917,624,1193,2100,3843,2397,556,275,615,3696,2564,489,440,588,1047,24486,5405,1267,869,838,2431,19081,222,398,680,1594,929,2019,6906,6333,69,0,69,346,200,0,0,56,0,0,144,0,0,0,146,0,146,1602,456,0,44,0,91,93,0,0,228,1146,47,0,0,746,46,212,0,95,95,0
ACSSF,2009e1,dc,000,0114,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
