ACSSF,2009e1,dc,000,0048,0000001,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,249280,7741,241539,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000002,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000003,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000004,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000005,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000006,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000007,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000008,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000009,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
ACSSF,2009e1,dc,000,0048,0000010,46598,19648,11423,4039,3210,660,248,68,26950,22744,3464,547,195,0,0,0,,,,46598,19648,11423,4039,3210,976,26950,22744,3464,547,195,0
ACSSF,2009e1,dc,000,0048,0000011,40316,19266,9542,4727,2808,965,224,1000,21050,16743,3073,681,415,28,110,0,,,,40316,19266,9542,4727,2808,2189,21050,16743,3073,681,415,138
ACSSF,2009e1,dc,000,0048,0000012,50059,23550,10323,7365,3592,893,618,759,26509,21645,3998,279,463,124,0,0,,,,50059,23550,10323,7365,3592,2270,26509,21645,3998,279,463,124
ACSSF,2009e1,dc,000,0048,0000013,52913,31253,12457,7825,6284,2665,1058,964,21660,19436,2056,168,0,0,0,0,,,,52913,31253,12457,7825,6284,4687,21660,19436,2056,168,0,0
ACSSF,2009e1,dc,000,0048,0000014,59394,15313,10094,2726,1733,292,71,397,44081,35615,6968,936,237,249,76,0,,,,59394,15313,10094,2726,1733,760,44081,35615,6968,936,237,325
ACSSF,2009e1,dc,000,0048,0000015,249280,109030,53839,26682,17627,5475,2219,3188,140250,116183,19559,2611,1310,401,186,0,,,,249280,109030,53839,26682,17627,10882,140250,116183,19559,2611,1310,587
