ACSSF,2009e1,dc,000,0055,0000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,193216,46174,2516,1062,1271,1396,712,1297,860,722,1024,1100,382,858,678,757,19742,11797,147042,49386,14043,563,606,825,733,825,814,734,1001,397,237,664,570,913,1103,2362,1696,35343,9099,3706,1003,492,508,1703,5393,193216,46174,3578,8382,2675,31539,147042,49386,14043,1169,5566,3250,4058,35343
ACSSF,2009e1,dc,000,0055,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82154,21764,1093,489,1163,770,189,498,785,157,546,470,171,602,519,521,10713,3078,60390,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82154,21764,1582,4578,1813,13791,60390,.,.,.,.,.,.,.
