ACSSF,2009e1,dc,000,0121,0000001,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000002,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000003,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000004,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000005,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000006,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000007,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000008,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000009,293927,227,7287,4582,2448,14797,7585,12542,18668,64545,57347,27332,25028,51539,168226,227,1527,2481,358,1836,984,9489,10652,46208,38083,7142,14306,34933,50686,0,85,202,111,705,526,159,1358,8624,11071,15676,6026,6143,55373,0,258,1135,1497,10931,1744,2641,5607,8609,6388,3463,3393,9707,69,0,0,0,0,0,0,0,0,0,0,69,0,0,8765,0,5252,176,240,471,307,178,379,694,189,239,524,116,10808,0,165,588,242,854,4024,75,672,410,1616,743,779,640
ACSSF,2009e1,dc,000,0121,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
