ACSSF,2012m1,dc,000,0095,0000001,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000002,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000003,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000004,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000005,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000006,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000007,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000008,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000009,396,318,3866,197,3866,142,184,293,503,839,407,1028,642,857,689,950,1459,1069,1709,1140,1240,1632,1219,2012,2615,3886,2534,3559,1462,1321,1354,1339,1145,940,941,632,871,752,995,1160,836,726,847,724,651,755,783,1186,371,3873,197,3873,181,407,172,390,533,368,599,777,937,570,1222,1117,1382,1522,1194,1374,1950,1256,2030,1867,3871,2575,4372,2258,1651,1609,1718,1825,1266,1212,901,967,1110,1152,1084,1052,662,680,899,819,649,708,991,1708,1080,3915,1334,2183,1214,942
ACSSF,2012m1,dc,000,0095,0000010,5383,3583,2260,197,2260,197,197,178,70,169,89,197,197,242,197,425,719,462,797,365,713,892,409,675,1624,3010,1457,2514,1324,534,317,333,337,220,112,168,296,372,332,559,411,311,342,389,374,362,413,789,3039,2610,197,2610,176,197,197,145,233,197,41,127,296,81,302,677,259,465,362,784,1173,559,757,1413,2787,971,2851,1565,770,603,510,640,293,314,327,430,320,404,445,617,482,325,411,365,398,419,823,5161,10493,9004,5980,4879,8232,5874
