ACSSF,2012m1,dc,000,0129,0000001,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000002,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000003,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000004,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000005,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000006,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000007,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000008,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000009,6480,184,2128,1038,673,2141,1790,1804,1920,3991,3442,3020,3535,3192,5625,161,658,636,278,733,563,1765,1428,3509,3385,1486,2663,2919,3437,197,197,197,197,363,311,130,486,1591,1870,2147,1001,1093,4080,89,280,518,504,1876,750,773,1215,1770,1293,1238,1252,1378,1960,197,1836,309,197,45,233,102,327,249,331,350,280,320,1688,197,644,543,303,430,1412,207,290,430,335,243,536,285
ACSSF,2012m1,dc,000,0129,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
