ACSSF,2012m1,dc,000,0010,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
ACSSF,2012m1,dc,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4806,1340,565,711,77,197,163,1295,976,364,394,1098,206,208,1746,1103,245,550,294,145,859,363,406,197,520,467,171,211,97,153,4162
ACSSF,2012m1,dc,000,0010,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0010,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7191,296,229,257,197,197,137,561,1027,119,197,516,117,119,583,522,197,141,304,165,260,328,267,197,1631,295,50,197,54,407,6683
ACSSF,2012m1,dc,000,0010,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0010,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,729,353,419,133,197,141,822,905,311,291,975,352,163,1194,789,258,309,506,197,360,147,219,197,767,344,120,447,218,413,6309
ACSSF,2012m1,dc,000,0010,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,2078,807,965,157,62,258,1717,1975,483,492,1638,459,281,2315,1384,359,678,762,246,1005,543,539,96,3567,725,216,508,239,1858,8820
